GeneID,Base Mean,log2(FC),stdError,Wald stats,Pval,AdjP,% WT
AC134570.2,0.226396703,-0.024747009,0.062482041,-0.396065948,0.692056378,NA,0.982992961
AC134581.3,3.657631668,0.144984372,0.175667526,0.825333947,0.409182024,NA,1.105718676
AC134581.4,0,NA,NA,NA,NA,NA,#VALUE!
AC134584.1,0.247557024,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
AC134613.2,0,NA,NA,NA,NA,NA,#VALUE!
AC134615.1,2.713750767,0.097872433,0.165545604,0.591211307,0.554378847,NA,1.070194065
AC134827.2,1.258334731,0.065895345,0.103165608,0.638733649,0.522996219,NA,1.046734348
AC134827.3,0.962503181,0.044917728,0.100671213,0.446182443,0.655465464,NA,1.031624347
AC134838.2,0,NA,NA,NA,NA,NA,#VALUE!
AC134848.1,0.119079174,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
AC134854.2,3.727548189,-0.078989305,0.204675689,-0.385924219,0.699552794,NA,0.946720649
AC135079.3,1.009254586,0.052512599,0.116584877,0.45042376,0.652404916,NA,1.037069513
AC135079.4,1.905993159,0.070283932,0.156092796,0.450270186,0.652515634,NA,1.049923295
AC136018.6,0,NA,NA,NA,NA,NA,#VALUE!
AC136018.8,0,NA,NA,NA,NA,NA,#VALUE!
AC136453.2,0,NA,NA,NA,NA,NA,#VALUE!
AC136513.6,3.774615255,-0.119181766,0.092657135,-1.286266473,0.198350079,NA,0.920709689
AC136740.1,0.119079174,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
AC137128.3,0.12783109,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
AC137152.1,0.387318241,-0.014826325,0.069324095,-0.213869728,0.830648648,NA,0.9897758
AC137511.1,0.279689905,-0.024163262,0.062554383,-0.386276089,0.699292207,NA,0.983390782
AC137513.1,11.10294078,0.262482989,0.236034649,1.112052785,0.266115456,NA,1.199541432
AC137969.1,0.860771745,0.110925061,0.104357451,1.062933795,0.287811976,NA,1.079920463
AC138109.1,0.12783109,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
AC138218.2,0.256955701,-0.024747009,0.062482041,-0.396065948,0.692056378,NA,0.982992961
AC138265.1,0.836508361,-0.021459488,0.111929014,-0.191724085,0.847958339,NA,0.985235497
AC138285.1,0,NA,NA,NA,NA,NA,#VALUE!
AC138299.1,3.553005074,-0.167819494,0.185103021,-0.906627525,0.364603801,NA,0.890187104
AC138359.3,0.12783109,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
AC138368.1,2.139261922,0.084683625,0.174412265,0.4855371,0.627295403,NA,1.060455164
AC138386.1,4.481270939,0.203878707,0.183892621,1.108683454,0.267566762,NA,1.151790802
AC138587.1,0.749707835,-0.020310569,0.077345428,-0.262595603,0.792862289,NA,0.986020421
AC138601.1,1.682406444,-0.077837624,0.149238956,-0.521563716,0.601974132,NA,0.947476703
AC138640.3,1.345876966,0.165252813,0.133389548,1.238873776,0.215392247,NA,1.121362565
AC138666.2,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
AC138741.2,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
AC139023.4,0,NA,NA,NA,NA,NA,#VALUE!
AC139037.2,1.64768605,0.14846301,0.157350685,0.943516765,0.345416644,NA,1.10838801
AC139063.1,13.85552761,-0.057735226,0.160868382,-0.358897286,0.71967193,NA,0.960771176
AC139131.1,0.511535626,-0.049087609,0.087633692,-0.560145391,0.575380272,NA,0.966547401
AC139131.2,0,NA,NA,NA,NA,NA,#VALUE!
AC139131.3,0.623204185,0.07281898,0.092868102,0.784111858,0.432974478,NA,1.051769802
AC139231.2,0.115465469,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
AC139245.3,2.611561946,-0.013795781,0.188161914,-0.07331867,0.941552535,NA,0.990483068
AC139245.4,0.487404057,0.003208275,0.086879913,0.036927696,0.970542657,NA,1.002226281
AC139571.2,2.506302401,0.006814769,0.182141764,0.037414643,0.970154398,NA,1.004734812
AC139636.2,4.610123953,-0.036319035,0.205594149,-0.17665403,0.859780152,NA,0.975139797
AC139673.3,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
AC139759.2,0.247089165,0.026269364,0.062482041,0.420430633,0.674170894,NA,1.018375322
AC139846.1,0.115465469,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
AC139867.2,5.822358726,0.052857009,0.212743213,0.248454501,0.803782769,NA,1.037317119
AC140190.2,1.545870615,0.045402552,0.125148236,0.362790185,0.716761625,NA,1.031971087
AC140205.1,0,NA,NA,NA,NA,NA,#VALUE!
AC140205.10,1.75690896,0.090762738,0.094403819,0.961430792,0.336335608,NA,1.064933053
AC140205.2,0.119079174,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
AC140205.5,4.834855343,0.224752307,0.180037883,1.248361199,0.211898812,NA,1.168576601
AC140205.8,0,NA,NA,NA,NA,NA,#VALUE!
AC140205.9,0.380086527,0.048732479,0.069666979,0.699506135,0.484235781,NA,1.034355762
AC140268.2,1.228303331,0.008197611,0.145036642,0.056520962,0.954926797,NA,1.005698325
AC140268.4,0.772075121,0.056319504,0.109609227,0.513820836,0.607377259,NA,1.03980969
AC140283.1,0.270762566,-0.024747009,0.062482041,-0.396065948,0.692056378,NA,0.982992961
AC140353.3,0.12783109,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
AC140364.2,0.759256829,0.001540152,0.118389758,0.01300917,0.989620477,NA,1.001068122
AC140364.3,0.256019983,0.026269364,0.062482041,0.420430633,0.674170894,NA,1.018375322
AC140381.2,0.976101095,0.091235609,0.114344057,0.79790425,0.424926057,NA,1.065282162
AC140675.4,0.622631039,-0.018712854,0.091375704,-0.204790253,0.837736003,NA,0.987112996
AC140675.5,0.132997362,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
AC140724.1,0,NA,NA,NA,NA,NA,#VALUE!
AC140724.2,6.375812716,0.086782777,0.222864742,0.389396618,0.696982773,NA,1.061999272
AC140979.2,0.988771318,0.005395675,0.115344242,0.046778887,0.962689456,NA,1.003747
AC141209.2,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
AC141209.3,0.374920256,0.048547217,0.069537414,0.698145279,0.485086344,NA,1.034222945
AC141883.1,19.7054928,-0.183905469,0.23000587,-0.799568589,0.423960793,NA,0.880316694
AC141896.2,0.98884901,0.030742955,0.065290764,0.470862233,0.63773912,NA,1.021538059
AC142110.3,0.115465469,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
AC142448.2,0,NA,NA,NA,NA,NA,#VALUE!
AC144480.1,0.267771208,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
AC144631.1,0.383672172,0.039023457,0.062482041,0.624554779,0.532263307,NA,1.027418144
AC144818.2,0.247557024,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
AC144905.1,0.870202786,-0.092857014,0.125160903,-0.74190112,0.458147247,NA,0.937664024
AC145082.2,1.008335907,-0.020772206,0.081018284,-0.256389119,0.797650389,NA,0.985704962
AC145084.1,1.291084332,0.03558848,0.113641535,0.313164375,0.754155783,NA,1.024974829
AC145199.4,0.635753158,0.062580027,0.092719514,0.674939122,0.499714444,NA,1.044331711
AC145748.2,4.6326088,0.044127203,0.204270342,0.216023544,0.828969396,NA,1.031059224
AC145748.3,0.716040799,0.031322336,0.079428849,0.394344576,0.693326657,NA,1.021948387
AC146607.3,0.655947787,0.011466064,0.063675127,0.180071325,0.857096574,NA,1.007979337
AC146815.1,0,NA,NA,NA,NA,NA,#VALUE!
AC146980.5,0,NA,NA,NA,NA,NA,#VALUE!
AC147266.4,0.664488126,-0.04954033,0.078176529,-0.63369826,0.526277761,NA,0.966244143
AC147474.2,2.265561675,0.051915367,0.124181679,0.418059791,0.675903402,NA,1.036640286
AC147632.1,0.272758579,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
AC147806.2,0.265994724,0.026269364,0.062482041,0.420430633,0.674170894,NA,1.018375322
AC147806.3,0.307480168,-0.023579524,0.062637146,-0.376446334,0.706585105,NA,0.983788759
AC147806.5,0,NA,NA,NA,NA,NA,#VALUE!
AC147806.6,0.12783109,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
AC147806.7,0.256955701,-0.024747009,0.062482041,-0.396065948,0.692056378,NA,0.982992961
AC147806.8,2.20336819,-0.145160731,0.171841454,-0.8447364,0.398258032,NA,0.904278626
AC147987.5,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
AC148001.1,0,NA,NA,NA,NA,NA,#VALUE!
AC148089.1,17.69553571,-0.062507057,0.232788899,-0.268513907,0.788303772,NA,0.957598597
AC148327.1,0,NA,NA,NA,NA,NA,#VALUE!
AC148986.1,0.513264641,-0.025548342,0.062697307,-0.40748706,0.683650296,NA,0.982447118
AC148988.2,2.558940355,-0.094935527,0.179753495,-0.528142872,0.597400177,NA,0.93631409
AC148989.5,0,NA,NA,NA,NA,NA,#VALUE!
AC149055.3,5.2779649,-0.042700016,0.168989985,-0.252677789,0.800517213,NA,0.970836318
AC149057.2,1.295777246,0.118872048,0.115064095,1.033094195,0.30155982,NA,1.085885545
AC149085.3,1.03984633,0.044091354,0.113797311,0.387455148,0.698419284,NA,1.031033604
AC149085.5,1.922766199,0.091186476,0.137365764,0.663822437,0.506803964,NA,1.065245883
AC149085.6,0.508564378,0.050324555,0.087961014,0.572123405,0.567238374,NA,1.035497848
AC149086.3,2.024345951,0.059312305,0.066616514,0.890354371,0.373275635,NA,1.041968963
AC149282.2,0.265994724,0.026269364,0.062482041,0.420430633,0.674170894,NA,1.018375322
AC149603.1,8.523419672,-0.002275862,0.16916179,-0.013453759,0.989265777,NA,0.998423736
AC150033.3,0,NA,NA,NA,NA,NA,#VALUE!
AC150313.1,1.025072652,0.057636959,0.125501984,0.459251373,0.646053663,NA,1.040759667
AC151409.1,0.779938872,-0.053139588,0.1092903,-0.48622419,0.626808222,NA,0.963836547
AC151602.13,5.847788058,0.299195508,0.213742421,1.399794695,0.161574807,NA,1.23045808
AC151602.15,8.175736385,0.369192929,0.221714934,1.665169428,0.095878958,NA,1.291630066
AC151602.4,10.05424059,-0.069171535,0.236545012,-0.292424406,0.76996215,NA,0.953185206
AC151669.1,0.520315603,-0.000928349,0.087580336,-0.010599968,0.991542608,NA,0.999356725
AC151736.3,4.449766037,0.193070466,0.160145595,1.205593362,0.22797432,NA,1.143194171
AC151980.4,1.370586861,0.081800368,0.139046919,0.588293277,0.556335457,NA,1.058337938
AC151986.1,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
AC151999.3,0.230010408,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
AC152164.2,5.440620333,0.139560095,0.165957835,0.840937065,0.400383193,NA,1.101569175
AC152395.2,1.372976076,-0.253228662,0.130897175,-1.934561701,0.053044104,NA,0.839016645
AC152398.2,1.723669443,-0.010389628,0.129420638,-0.080277985,0.936016167,NA,0.992824328
AC152500.2,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
AC152500.4,1.679055735,0.098758574,0.142331045,0.693865305,0.487766684,NA,1.070851608
AC152939.3,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
AC152939.5,2.511096549,0.115680104,0.138351697,0.836130719,0.403081368,NA,1.083485693
AC153137.2,0,NA,NA,NA,NA,NA,#VALUE!
AC153516.2,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
AC153570.2,2.395421872,-0.019694812,0.146787661,-0.134172121,0.893266471,NA,0.986441355
AC153570.3,0,NA,NA,NA,NA,NA,#VALUE!
AC153638.1,0.708813389,-0.02397605,0.079626164,-0.30110769,0.763332377,NA,0.983518401
AC153789.1,0,NA,NA,NA,NA,NA,#VALUE!
AC153919.1,7.407528685,0.375808789,0.22821489,1.646732117,0.09961312,NA,1.297566779
AC153942.2,0.730426846,0.00500848,0.107777588,0.046470512,0.962935237,NA,1.003477647
AC154026.1,1.530562262,0.047979234,0.137400887,0.349191589,0.72694548,NA,1.033815856
AC154871.1,0.115465469,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
AC154885.2,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
AC154992.1,0,NA,NA,NA,NA,NA,#VALUE!
AC155163.2,1.78209986,0.116576251,0.161131989,0.723482979,0.469383208,NA,1.084158922
AC155163.6,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
AC155287.2,0.395602299,0.017121752,0.070157074,0.244048836,0.807192997,NA,1.011938597
AC155304.3,0.892268914,-0.029230284,0.12291083,-0.237816993,0.812023038,NA,0.979942984
AC155316.6,1.158778965,-0.079851063,0.130267135,-0.612979339,0.539890001,NA,0.946155319
AC155806.4,5.582155027,-0.024695802,0.211955509,-0.116514082,0.907245126,NA,0.983027852
AC155933.4,0.12783109,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
AC155937.10,16.45673709,-0.372231925,0.210238361,-1.770523334,0.076640001,NA,0.77258634
AC155937.2,17.58588186,-0.087453103,0.205201749,-0.426181081,0.669975902,NA,0.941182823
AC155937.7,2.232391644,0.065686984,0.175261656,0.374793813,0.707813816,NA,1.046583184
AC155937.9,3.546036915,0.136362534,0.135511117,1.006283007,0.314279452,NA,1.099130383
AC156028.2,1.492775023,0.072614039,0.136355094,0.532536317,0.594354596,NA,1.051620404
AC156554.1,1.522325603,0.050218199,0.136019184,0.369199383,0.711979115,NA,1.035421513
AC156554.3,1.455189947,0.019845468,0.151250735,0.131209069,0.895609922,NA,1.013850877
AC156564.3,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
AC156605.2,0.34987246,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
AC157492.1,3.242004498,0.117279341,0.197622484,0.593451407,0.552879094,NA,1.084687411
AC157553.6,0.777965846,0.0599843,0.081664318,0.734522754,0.462630197,NA,1.042454416
AC157561.13,9.90036312,0.141401442,0.211380875,0.668941512,0.503532788,NA,1.102976033
AC157561.6,4.188311167,0.027021555,0.199105326,0.135714879,0.892046685,NA,1.01890642
AC157561.8,1.287659947,0.161498389,0.137103637,1.17792929,0.238824797,NA,1.11844816
AC157584.1,0,NA,NA,NA,NA,NA,#VALUE!
AC157587.1,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
AC157602.2,0,NA,NA,NA,NA,NA,#VALUE!
AC157606.1,0,NA,NA,NA,NA,NA,#VALUE!
AC157653.2,2.167812014,0.066488477,0.126589362,0.52522958,0.599423604,NA,1.047164778
AC157659.2,0,NA,NA,NA,NA,NA,#VALUE!
AC157660.1,0,NA,NA,NA,NA,NA,#VALUE!
AC157660.3,0,NA,NA,NA,NA,NA,#VALUE!
AC157660.5,0,NA,NA,NA,NA,NA,#VALUE!
AC157761.1,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
AC157783.1,0.12783109,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
AC157805.1,0.726030263,0.003124427,0.107767396,0.028992324,0.976870713,NA,1.002168035
AC157805.2,0.267771208,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
AC157924.3,0.731829957,-0.055588531,0.064689487,-0.859313214,0.390167736,NA,0.962201844
AC157931.3,10.3722525,0.126787337,0.230187652,0.550799906,0.581770848,NA,1.091859587
AC157947.2,0.256487842,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
AC157947.3,0.468951634,0.00227265,0.071713827,0.031690545,0.974718835,NA,1.001576523
AC157991.2,1.660051358,-0.054423235,0.126946459,-0.428710149,0.668134174,NA,0.962979349
AC158114.4,1.931813482,-0.080227654,0.109326892,-0.733832746,0.46305068,NA,0.945908373
AC158121.1,0.3957812,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
AC158136.1,0.490853583,0.000729976,0.087155977,0.008375518,0.993317382,NA,1.000506109
AC158162.4,3.288843369,0.008820956,0.191478376,0.046067636,0.963256342,NA,1.006132951
AC158301.1,3.437235925,-0.061365757,0.17306599,-0.354580103,0.722904184,NA,0.958356442
AC158308.3,1.550735196,0.034981571,0.122999906,0.284403235,0.77610138,NA,1.024543735
AC158352.1,13.41703468,0.126986515,0.236985499,0.535840866,0.592068536,NA,1.092010339
AC158384.4,2.048232241,-0.231095849,0.157568875,-1.466633872,0.142475681,NA,0.85198749
AC158552.2,0.477567432,0.000537294,0.072023814,0.007459955,0.994047872,NA,1.000372493
AC158576.3,2.613590255,0.141863423,0.146510361,0.968282532,0.332903286,NA,1.103329285
AC158747.2,0,NA,NA,NA,NA,NA,#VALUE!
AC158763.2,0.988335823,-0.073288935,0.105458356,-0.694956167,0.487082772,NA,0.950468728
AC158776.2,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
AC158782.2,0.119079174,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
AC158782.3,0,NA,NA,NA,NA,NA,#VALUE!
AC158782.5,0.845987183,-0.011456116,0.096063951,-0.119255095,0.905073259,NA,0.99209067
AC158782.7,8.080353719,0.113899721,0.16601026,0.686100492,0.492649741,NA,1.082149424
AC158782.8,1.268439907,-0.053759643,0.142640531,-0.376888968,0.70625612,NA,0.96342239
AC158786.1,0.383689813,-0.015002131,0.069724655,-0.215162496,0.82964063,NA,0.989655195
AC158789.2,0.260828452,0.026269364,0.062482041,0.420430633,0.674170894,NA,1.018375322
AC158898.4,4.588584568,0.110082449,0.199216629,0.552576608,0.580553363,NA,1.079289915
AC158958.5,0,NA,NA,NA,NA,NA,#VALUE!
AC158994.1,1.462559481,0.051114106,0.13568043,0.376724233,0.706378552,NA,1.036064705
AC158996.2,1.506102335,0.004965802,0.138216602,0.03592768,0.971340025,NA,1.003447962
AC158996.3,0,NA,NA,NA,NA,NA,#VALUE!
AC159003.2,0,NA,NA,NA,NA,NA,#VALUE!
AC159003.3,0,NA,NA,NA,NA,NA,#VALUE!
AC159092.1,16.2373209,0.188920654,0.225034824,0.839517415,0.401179021,NA,1.139910578
AC159092.3,0.881229871,0.081535041,0.112000612,0.727987462,0.466621261,NA,1.058143316
AC159126.1,7.279211204,0.104648465,0.229603525,0.455779001,0.648548906,NA,1.075232362
AC159255.3,0,NA,NA,NA,NA,NA,#VALUE!
AC159257.3,0.514067076,-0.034148177,0.072808429,-0.469014066,0.639059582,NA,0.976608218
AC159257.6,13.49658765,-0.252345912,0.232428181,-1.08569413,0.277614339,NA,0.839530177
AC159266.3,14.39681893,-0.021680461,0.220645187,-0.098259389,0.921726325,NA,0.985084603
AC159298.2,2.865342355,-0.050690685,0.180180175,-0.281333312,0.778454763,NA,0.965474001
AC159474.3,0.955764904,0.003670232,0.06502962,0.056439389,0.954991779,NA,1.00254725
AC159474.6,0.256308941,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
AC160088.1,0,NA,NA,NA,NA,NA,#VALUE!
AC160088.3,0,NA,NA,NA,NA,NA,#VALUE!
AC160088.4,0,NA,NA,NA,NA,NA,#VALUE!
AC160088.5,0,NA,NA,NA,NA,NA,#VALUE!
AC160088.7,0,NA,NA,NA,NA,NA,#VALUE!
AC160088.8,0.516234039,0.001620545,0.087668497,0.01848492,0.985252008,NA,1.001123907
AC160460.2,0,NA,NA,NA,NA,NA,#VALUE!
AC160526.2,8.30885332,0.283095686,0.157378922,1.798815763,0.072047829,NA,1.21680306
AC160533.2,2.693120658,0.055000526,0.109451084,0.502512387,0.615307141,NA,1.038859482
AC160535.2,0.549214406,0.057878194,0.088574494,0.65344087,0.513472098,NA,1.040933709
AC160545.3,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
AC160545.4,0,NA,NA,NA,NA,NA,#VALUE!
AC161037.1,0.279522433,-0.024747009,0.062482041,-0.396065948,0.692056378,NA,0.982992961
AC161037.2,0,NA,NA,NA,NA,NA,#VALUE!
AC161108.2,0,NA,NA,NA,NA,NA,#VALUE!
AC161108.3,16.88561395,0.0184363,0.172056937,0.107152319,0.914668141,NA,1.012861071
AC161119.1,0,NA,NA,NA,NA,NA,#VALUE!
AC161169.2,0.502315851,0.000738687,0.087475482,0.008444498,0.993262346,NA,1.00051215
AC161169.3,0.132997362,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
AC161192.2,0,NA,NA,NA,NA,NA,#VALUE!
AC161207.2,2.686393176,0.052889446,0.074551309,0.709436861,0.47805342,NA,1.037340442
AC161218.5,1.126029145,0.03628985,0.140614948,0.258079605,0.796345471,NA,1.025473244
AC161228.1,19.57750191,0.001297707,0.236466643,0.005487908,0.995621305,NA,1.000899907
AC161342.2,2.34866024,-0.124637098,0.16219031,-0.76846205,0.442212729,NA,0.917234739
AC161346.2,0.371938588,0.016563124,0.06902887,0.239944888,0.810372981,NA,1.011546839
AC161348.3,10.9101977,0.006209609,0.236953132,0.026206065,0.979092979,NA,1.004313449
AC161409.1,0.621651618,0.053522668,0.063416672,0.843984181,0.398678245,NA,1.037795847
AC161409.3,0.385073898,0.039023457,0.062482041,0.624554779,0.532263307,NA,1.027418144
AC161409.5,0.692042229,-0.032807004,0.063839739,-0.513896272,0.607324514,NA,0.977516525
AC161441.7,0,NA,NA,NA,NA,NA,#VALUE!
AC161510.1,1.507631292,-0.107580409,0.126206132,-0.852418234,0.393982003,NA,0.928143377
AC161510.2,4.07806741,-0.132788267,0.203715846,-0.651830818,0.514510319,NA,0.912067013
AC161516.1,2.806558624,0.024454879,0.171404145,0.142673788,0.886547819,NA,1.017095311
AC161600.4,2.307175848,0.062430805,0.144971982,0.430640485,0.666729799,NA,1.044223698
AC161807.4,8.772579136,-0.196582793,0.234102716,-0.8397288,0.401060462,NA,0.872615017
AC161807.5,0,NA,NA,NA,NA,NA,#VALUE!
AC161932.1,1.851064088,0.112790548,0.104314055,1.081259364,0.279581758,NA,1.081317765
AC162173.1,0,NA,NA,NA,NA,NA,#VALUE!
AC162291.2,4.012879432,-0.11595363,0.203828359,-0.568878788,0.569438402,NA,0.922772151
AC162370.2,1.356960082,-0.024691136,0.15687572,-0.157392972,0.874935152,NA,0.983031032
AC162442.2,3.649466738,-0.054151611,0.204160921,-0.265239842,0.790824704,NA,0.963160672
AC162443.1,1.146107211,0.025725638,0.131060184,0.196288735,0.844384178,NA,1.017991586
AC162689.1,9.524007652,0.16056434,0.232308234,0.691169387,0.489459099,NA,1.117724274
AC162792.1,3.164639487,0.133331197,0.151402394,0.880641279,0.378512009,NA,1.096823356
AC162858.2,0,NA,NA,NA,NA,NA,#VALUE!
AC162893.3,7.172588317,-0.108450667,0.215154679,-0.50405907,0.614219868,NA,0.927583674
AC162897.3,0.899500627,-0.103766339,0.101975473,-1.01756174,0.308886278,NA,0.930600367
AC162898.6,0,NA,NA,NA,NA,NA,#VALUE!
AC162916.2,4.624304817,-0.02834272,0.188112372,-0.15066909,0.880236758,NA,0.980546042
