RP23-240M3.1,282.6202471,2.088321679,0.274948162,7.595328734,3.07E-14,9.06E-12
Slc2a1,2461.605658,-1.105014364,0.145474159,-7.595949478,3.06E-14,9.06E-12
Snph,906.2196509,1.487861084,0.195827117,7.597829705,3.01E-14,9.06E-12
Pcsk6,28.44855481,3.092890792,0.407369265,7.59235185,3.14E-14,9.13E-12
RP24-443D19.8,112.3288081,2.04879082,0.270127696,7.584527069,3.34E-14,9.55E-12
Pdlim1,577.9415676,-1.366168683,0.180696254,-7.560581109,4.01E-14,1.13E-11
Ppp1r14a,6024.294084,-1.871658791,0.247947221,-7.548617747,4.40E-14,1.22E-11
RP23-57A17.2,36.74460554,3.088442944,0.410111112,7.530746799,5.05E-14,1.38E-11
Hoxb4,1086.740797,-1.07095961,0.142582858,-7.511138592,5.86E-14,1.58E-11
Meg3,28158.92581,1.055181579,0.140901773,7.488774319,6.95E-14,1.85E-11
Adcyap1,677.3941683,1.148206532,0.153755737,7.46773129,8.16E-14,2.14E-11
Grm7,98.77572704,2.908370051,0.389537615,7.466211059,8.25E-14,2.14E-11
Aurka,918.669836,-1.097293293,0.148441878,-7.392073623,1.45E-13,3.69E-11
Nwd2,955.7452141,1.681515449,0.228280839,7.365994698,1.76E-13,4.43E-11
Sostdc1,713.7032103,1.833078047,0.250203353,7.326352842,2.37E-13,5.88E-11
Dynlt1b,10974.52819,-1.350320767,0.186068923,-7.257099937,3.95E-13,9.58E-11
Mterf4,1054.612656,0.988795587,0.136233375,7.258100924,3.93E-13,9.58E-11
Ppfia2,637.2159085,1.229646654,0.169544632,7.2526428,4.09E-13,9.77E-11
Frzb,690.3997205,-1.288426028,0.178349186,-7.224176669,5.04E-13,1.19E-10
Lama1,560.9214633,-1.436342949,0.19937017,-7.204402477,5.83E-13,1.36E-10
Srsf12,305.3374318,1.495062487,0.207777418,7.195500375,6.22E-13,1.43E-10
Amd2,77.22190663,2.725347315,0.38042847,7.163888959,7.84E-13,1.78E-10
RP23-374N19.4,194.9436101,2.610250319,0.365669407,7.138279182,9.45E-13,2.13E-10
RP23-19E7.4,255.7294423,1.645481045,0.230658323,7.133846397,9.76E-13,2.17E-10
Vtn,2269.400594,-1.426645358,0.200329834,-7.121482255,1.07E-12,2.35E-10
Rasa4,596.3093417,1.825901836,0.257308227,7.096165777,1.28E-12,2.79E-10
Ddr1,5488.455961,-0.917389209,0.12953266,-7.082300409,1.42E-12,3.04E-10
Aldh1a2,1689.747393,-1.20601981,0.170689715,-7.065568127,1.60E-12,3.40E-10
Ube2l6,1197.116672,1.919704467,0.272156577,7.053676567,1.74E-12,3.66E-10
Elfn1,179.6979537,1.621970437,0.230229051,7.045029417,1.85E-12,3.85E-10
Btg2,1133.461462,-1.361563903,0.193813587,-7.025121,2.14E-12,4.39E-10
Prrt2,1037.065002,1.378936753,0.196325621,7.02372288,2.16E-12,4.39E-10
Mctp2,114.4147242,1.910575042,0.272480616,7.011783328,2.35E-12,4.73E-10
Steap3,324.6465389,1.891377111,0.270992408,6.979446857,2.96E-12,5.89E-10
Mycl,971.9767537,-1.327829959,0.190668743,-6.964067311,3.31E-12,6.51E-10
Wnt3a,41.02467197,-2.782525513,0.40424472,-6.883269897,5.85E-12,1.14E-09
Fgf2,189.88569,1.859798,0.270731413,6.869531615,6.44E-12,1.23E-09
RP23-14P23.10,248.7144394,1.683609046,0.245064754,6.870057887,6.42E-12,1.23E-09
Nyap2,318.8200219,1.4923568,0.218745394,6.822346178,8.96E-12,1.69E-09
Cldn12,801.23064,-1.206782533,0.177117559,-6.813455103,9.53E-12,1.78E-09
Ldb2,731.8707495,1.445651679,0.212607757,6.799618706,1.05E-11,1.94E-09
Mpz,6232.787919,1.075896046,0.158319792,6.795714133,1.08E-11,1.98E-09
Hist1h1e,37.06129274,-2.665404133,0.396778502,-6.717612263,1.85E-11,3.36E-09
Neurog1,1231.430358,-1.904474338,0.284340983,-6.697853805,2.12E-11,3.81E-09
Ece1,1870.734716,1.005750201,0.15022035,6.695166161,2.15E-11,3.84E-09
Zcchc12,298.5202338,1.436369576,0.214790888,6.687292886,2.27E-11,4.01E-09
Btbd17,1361.799283,-1.557523296,0.23334329,-6.674815019,2.48E-11,4.33E-09
Rab27b,206.0555675,1.605084635,0.240700312,6.668394491,2.59E-11,4.48E-09
RP23-235E15.1,332.7284173,-1.458273347,0.218749539,-6.666406496,2.62E-11,4.50E-09
Gal,5163.258465,1.461818948,0.219445761,6.661413475,2.71E-11,4.62E-09
Mir22hg,179.5210833,1.548483606,0.232566257,6.658247106,2.77E-11,4.67E-09
Odc1,4068.373238,-1.076683279,0.161948381,-6.648311475,2.96E-11,4.96E-09
Rn7s1,791.6087183,-1.708978057,0.257201542,-6.644509369,3.04E-11,5.04E-09
Faah,277.5380975,1.503434511,0.226609416,6.634475016,3.26E-11,5.35E-09
Mcm2,2133.804929,-1.02947451,0.155241784,-6.631426678,3.32E-11,5.41E-09
Tmem151a,490.9229959,1.617575778,0.243988254,6.629728089,3.36E-11,5.43E-09
Hes6,6729.913352,-1.539758448,0.232404667,-6.625333587,3.46E-11,5.55E-09
Mcm5,2166.831595,-1.109733391,0.167696698,-6.617502946,3.65E-11,5.80E-09
Acot2,176.4763162,1.403408368,0.212284462,6.610980167,3.82E-11,6.00E-09
Fam110a,1655.018581,-1.595560698,0.241384222,-6.610045527,3.84E-11,6.00E-09
RP23-81C12.1,10748.0563,-1.980770489,0.300185528,-6.598487612,4.15E-11,6.43E-09
Dll3,527.3745497,-1.891163801,0.287315008,-6.582196373,4.64E-11,7.12E-09
Vgll3,455.165868,1.216989741,0.185113747,6.574280755,4.89E-11,7.45E-09
Klhl35,766.1522008,-1.450238515,0.220699455,-6.571101479,4.99E-11,7.55E-09
Cebpa,22.69161525,-2.72991069,0.416059995,-6.561339048,5.33E-11,8.00E-09
Polr3e,251.8766004,-1.485070339,0.226658095,-6.552028674,5.68E-11,8.44E-09
Ascl1,178.9441449,-2.385798237,0.364449911,-6.546299411,5.90E-11,8.64E-09
RP23-301L9.3,69.04054923,1.981105006,0.302628708,6.546322123,5.90E-11,8.64E-09
Gm5093,24.28385176,-2.538797614,0.390212368,-6.506194632,7.71E-11,1.12E-08
RP23-207N5.2,54.5407924,-2.436050472,0.374884597,-6.498134335,8.13E-11,1.17E-08
Ehd3,1467.352756,0.918530776,0.141700032,6.482219969,9.04E-11,1.29E-08
Kif20a,950.9178935,-0.892624597,0.137997226,-6.468424225,9.90E-11,1.41E-08
Msx1,257.9365761,-2.423212636,0.374930983,-6.463089858,1.03E-10,1.45E-08
Celf6,285.8015497,1.205915187,0.186820128,6.454953207,1.08E-10,1.50E-08
Hmgcs2,1032.585051,1.616616868,0.25045664,6.454677625,1.08E-10,1.50E-08
Lhfpl4,3769.036236,0.759366046,0.117615599,6.456337866,1.07E-10,1.50E-08
Ass1,2182.807434,-1.585416883,0.246334212,-6.436040171,1.23E-10,1.68E-08
Rbfox1,479.8064611,1.351045802,0.210420229,6.420703036,1.36E-10,1.84E-08
Ccdc182,858.9584686,-2.156524002,0.336091081,-6.416486847,1.39E-10,1.88E-08
Rpl7l1,2202.816423,-0.76190932,0.118811924,-6.412734462,1.43E-10,1.91E-08
Mt3,728.3615364,1.369646425,0.21365862,6.410443093,1.45E-10,1.93E-08
Rmrp,61.92584045,-2.574277996,0.401778784,-6.407202417,1.48E-10,1.96E-08
Eya2,159.8891617,-1.486796156,0.232426133,-6.396854514,1.59E-10,2.08E-08
RP24-270A10.4,147.1092819,1.662386296,0.260043876,6.392714648,1.63E-10,2.12E-08
Prss23,606.3500314,0.935895781,0.146497089,6.388494039,1.68E-10,2.15E-08
Rgs11,678.7489386,1.598181398,0.250159843,6.388640866,1.67E-10,2.15E-08
Spock3,920.8215351,0.963364914,0.150987075,6.380446248,1.77E-10,2.25E-08
Usp3,1289.163444,-0.796153895,0.125285472,-6.354718399,2.09E-10,2.65E-08
Gm996,364.8430873,1.649058332,0.259764492,6.34828231,2.18E-10,2.72E-08
Slc25a42,375.7140727,1.235288918,0.194560346,6.349129931,2.17E-10,2.72E-08
Sh2d5,462.0947986,1.234655835,0.194570429,6.345547167,2.22E-10,2.75E-08
Cdk1,1391.208069,-1.028018104,0.162090824,-6.342235024,2.26E-10,2.80E-08
Casc4,974.8550542,1.017704184,0.160632106,6.335621231,2.36E-10,2.90E-08
Sybu,1217.395121,1.113506664,0.175781704,6.334599332,2.38E-10,2.90E-08
Kif2c,641.8727997,-0.960843382,0.151782239,-6.330407242,2.45E-10,2.96E-08
Rgs16,362.6762635,-1.382596767,0.218852297,-6.317488043,2.66E-10,3.20E-08
Gabbr2,934.6174388,1.638049447,0.259528834,6.311627976,2.76E-10,3.30E-08
Psat1,3728.676223,-0.893010333,0.141520591,-6.310108849,2.79E-10,3.31E-08
Gramd1b,1948.578421,0.880761336,0.140180657,6.283044695,3.32E-10,3.92E-08
Catsperz,218.6718681,1.496724409,0.238393757,6.278370825,3.42E-10,4.01E-08
Cryab,333.0720255,1.625501174,0.25914779,6.272487109,3.55E-10,4.14E-08
Tpt1-ps3,4680.740189,-0.783999185,0.125112494,-6.266354052,3.70E-10,4.28E-08
Sytl2,357.7280455,1.433539667,0.228901772,6.262684873,3.78E-10,4.36E-08
Lemd1,157.5312658,1.621836334,0.259055107,6.260584301,3.84E-10,4.39E-08
Vamp2,292.4469439,1.722707911,0.27539655,6.255372146,3.97E-10,4.51E-08
Smarca2,792.9321827,1.109254757,0.17744481,6.251266264,4.07E-10,4.61E-08
Pfkp,2850.769013,0.863471968,0.138295054,6.243693782,4.27E-10,4.81E-08
Slc31a2,386.2043023,1.169936022,0.187497347,6.239747064,4.38E-10,4.90E-08
Ids,2983.943207,0.755407387,0.121096645,6.23805378,4.43E-10,4.92E-08
Calr,29216.5705,-0.660588931,0.106039774,-6.229633533,4.68E-10,5.13E-08
Tac1,139.8382615,1.612056748,0.258747579,6.230229303,4.66E-10,5.13E-08
Tmem267,218.2486441,1.396064456,0.224613113,6.215418313,5.12E-10,5.59E-08
RP23-112A11.1,25.1613221,2.55693413,0.411709393,6.210531447,5.28E-10,5.73E-08
Lrguk,190.8516951,1.972133428,0.317689704,6.207734793,5.38E-10,5.80E-08
Stac,897.3839004,1.214109556,0.195669511,6.204899032,5.47E-10,5.87E-08
Sema4d,817.2928099,1.054525489,0.170197913,6.195877891,5.80E-10,6.19E-08
Acvr2b,265.0512861,-1.17173751,0.189650981,-6.178388874,6.48E-10,6.87E-08
Clasp2,3048.842776,0.818720667,0.132534797,6.17740158,6.52E-10,6.88E-08
Hnrnpc,8390.695806,-0.791500559,0.128386345,-6.164990191,7.05E-10,7.40E-08
Dok4,10239.61864,1.210072908,0.196338834,6.16318678,7.13E-10,7.44E-08
RP23-95H5.1,3195.922264,1.346230889,0.218695855,6.155722016,7.47E-10,7.76E-08
Cct8,238.2544715,-1.766449641,0.287303816,-6.148368187,7.83E-10,8.08E-08
Csrp1,3277.796612,-0.912206583,0.148474309,-6.143868184,8.05E-10,8.27E-08
CT025619.1,1050.146911,1.358835686,0.221731262,6.128299981,8.88E-10,9.07E-08
Csdc2,2535.407867,1.007571986,0.164509221,6.124714351,9.08E-10,9.23E-08
Adamts10,2260.598747,0.81859349,0.133821757,6.11704337,9.53E-10,9.63E-08
Inha,572.5672099,1.156221642,0.189094568,6.114515369,9.69E-10,9.73E-08
Manf,2258.930806,-0.88354543,0.144608576,-6.109910316,9.97E-10,9.96E-08
Olfml2a,2684.719328,1.476416346,0.24178013,6.106442016,1.02E-09,1.01E-07
Lhfpl1,190.5412264,1.299348151,0.212927513,6.102302765,1.05E-09,1.03E-07
Syne4,390.6807998,0.993248913,0.163211511,6.085654772,1.16E-09,1.14E-07
Pclaf,1579.102712,-1.112635182,0.18288526,-6.083788168,1.17E-09,1.15E-07
Prelp,279.6609561,-1.690889935,0.278112023,-6.079887942,1.20E-09,1.17E-07
Grm8,127.9500226,1.6583368,0.272918158,6.076315377,1.23E-09,1.19E-07
Tspan18,3494.476058,0.99430515,0.163620436,6.076900756,1.23E-09,1.19E-07
Dok7,151.1458066,1.373722576,0.226149489,6.074400544,1.24E-09,1.19E-07
Shisa3,125.4429717,1.627846422,0.268214013,6.069207213,1.29E-09,1.23E-07
Gadd45g,2026.205462,-1.386475807,0.228667631,-6.063279697,1.33E-09,1.27E-07
Lrrc75b,1528.846067,0.989693394,0.163371746,6.057922597,1.38E-09,1.30E-07
Fam46c,847.9458281,1.891473411,0.312319748,6.05620818,1.39E-09,1.31E-07
RP23-388P16.9,286.7459428,2.514879978,0.416180795,6.042758366,1.52E-09,1.42E-07
Mrvi1,253.3720196,-1.718160703,0.284617109,-6.036744264,1.57E-09,1.46E-07
Cadm2,421.6564555,1.361391543,0.225549202,6.035896067,1.58E-09,1.46E-07
Tpx2,1358.316489,-0.947252771,0.157110198,-6.029225255,1.65E-09,1.52E-07
Fech,1550.543901,1.366613732,0.227603296,6.004367058,1.92E-09,1.76E-07
Col14a1,635.0123148,1.187321741,0.19826893,5.988440761,2.12E-09,1.92E-07
Nrn1,298.7039974,1.292752859,0.215863984,5.988738059,2.11E-09,1.92E-07
L1cam,6735.275727,1.520718211,0.25400088,5.987058819,2.14E-09,1.93E-07
Diras2,393.5131113,1.840645653,0.307919334,5.977687824,2.26E-09,2.03E-07
Nudt21,820.0755298,-1.243187699,0.207974688,-5.977591362,2.26E-09,2.03E-07
RP23-391I5.5,219.4248091,1.34495028,0.225109953,5.974637117,2.31E-09,2.05E-07
Epop,894.5779278,-1.146983338,0.192066691,-5.971797259,2.35E-09,2.07E-07
Ncan,1781.051131,0.699819588,0.117175267,5.972417283,2.34E-09,2.07E-07
Cdkn1a,1382.370612,1.090343521,0.182666426,5.969041756,2.39E-09,2.10E-07
Mup17,35.28364757,-2.480124498,0.416210141,-5.958827657,2.54E-09,2.22E-07
Pdia6,7771.127854,-0.697133893,0.117048606,-5.955935029,2.59E-09,2.25E-07
Phospho1,156.0372147,1.939491618,0.326298452,5.943919147,2.78E-09,2.41E-07
Pkig,715.5387985,-0.921954938,0.155237289,-5.939004354,2.87E-09,2.47E-07
Saal1,722.4948306,-0.967047711,0.163020874,-5.932048379,2.99E-09,2.57E-07
Tmem56,19.8546441,2.462307883,0.415861304,5.920983417,3.20E-09,2.74E-07
Mrps23,356.584131,-1.365328934,0.230837128,-5.914685166,3.33E-09,2.83E-07
Rph3a,357.7442212,1.683314952,0.2848088,5.910333352,3.41E-09,2.89E-07
Hbb-y,200668.0113,1.827563267,0.309598719,5.903006558,3.57E-09,3.01E-07
Ccdc74a,155.7988531,1.415485145,0.240320548,5.889987996,3.86E-09,3.23E-07
Synpo,8639.293258,-0.913465856,0.155070331,-5.890655241,3.85E-09,3.23E-07
Rlbp1,207.2500978,1.632690798,0.278373141,5.865116117,4.49E-09,3.74E-07
Gm26858,21.22937801,2.435819509,0.416134809,5.853438487,4.82E-09,3.94E-07
Ppp1r17,5705.962178,-1.0592503,0.18095838,-5.853557596,4.81E-09,3.94E-07
RP23-311P8.1,50.45284141,-2.032603159,0.347184091,-5.854540039,4.78E-09,3.94E-07
Tgm2,1219.228358,-0.860156256,0.146933559,-5.854049008,4.80E-09,3.94E-07
Tgfbr3l,403.8281461,0.961569455,0.164335041,5.851274627,4.88E-09,3.97E-07
Smpd5,187.3430548,1.242568243,0.212675484,5.842555149,5.14E-09,4.17E-07
Cck,113.4366746,1.673073127,0.286404429,5.841645444,5.17E-09,4.17E-07
Aatk,5038.636046,1.528546419,0.261810029,5.838379938,5.27E-09,4.24E-07
Cdk4,3923.51179,-1.02900163,0.176322925,-5.83589247,5.35E-09,4.28E-07
Armcx1,1071.910103,0.904682804,0.155804265,5.80653425,6.38E-09,5.08E-07
Mkrn1,743.8142162,1.187830379,0.2047938,5.800128615,6.63E-09,5.24E-07
Peg12,475.7723133,-1.034144354,0.178277844,-5.800745245,6.60E-09,5.24E-07
Fbxl16,2267.045906,0.77671291,0.133929401,5.799420468,6.65E-09,5.24E-07
Ank2,3877.044344,0.864867993,0.149203572,5.796563611,6.77E-09,5.31E-07
Serpina3n,134.9934971,2.001449872,0.345375189,5.795001887,6.83E-09,5.33E-07
Ablim3,2659.282439,0.807896032,0.139643486,5.785418683,7.23E-09,5.62E-07
Crybg3,571.1682074,-1.056011682,0.183244149,-5.762867134,8.27E-09,6.40E-07
Eif5b,2815.746508,-0.744081894,0.129486152,-5.746420624,9.12E-09,7.00E-07
Hes5,1039.011292,-1.58128963,0.275162155,-5.746755515,9.10E-09,7.00E-07
Mapk11,2656.339557,0.727109828,0.126702144,5.7387334,9.54E-09,7.30E-07
Dll1,314.5851071,-1.546240999,0.269899733,-5.728946017,1.01E-08,7.65E-07
Osgep,1356.751402,-0.95436025,0.166612608,-5.72801938,1.02E-08,7.65E-07
Piezo1,876.671903,-1.03377106,0.180472667,-5.728130909,1.02E-08,7.65E-07
Plppr5,18.62142584,2.384498009,0.416200272,5.729208194,1.01E-08,7.65E-07
Lyz2,474.2322329,0.930569981,0.162574781,5.723950389,1.04E-08,7.80E-07
Vwa5b2,1590.400543,0.720980376,0.126029279,5.720737141,1.06E-08,7.92E-07
Wwc1,637.8291022,-1.098428473,0.19220018,-5.715023139,1.10E-08,8.16E-07
Egfl6,201.7686123,1.824912228,0.319886823,5.704868405,1.16E-08,8.63E-07
E4f1,932.7042553,1.092456209,0.192005134,5.689723938,1.27E-08,9.39E-07
Serpinh1,22730.37581,-0.649738827,0.114216908,-5.688639613,1.28E-08,9.41E-07
Mdk,956.9922586,-1.233643796,0.217128378,-5.681633164,1.33E-08,9.77E-07
Ppip5k2,1161.94958,0.724993958,0.127851086,5.670612441,1.42E-08,1.04E-06
Col28a1,459.4032727,1.783494342,0.314647451,5.668230701,1.44E-08,1.05E-06
Dancr,276.3336233,1.228653498,0.217222078,5.656209123,1.55E-08,1.11E-06
Tyms,338.4818461,-1.197771226,0.211721449,-5.657297505,1.54E-08,1.11E-06
Vstm5,354.7081816,1.386506286,0.245122785,5.656374556,1.55E-08,1.11E-06
Gm17275,440.331133,1.056655907,0.186942033,5.652318467,1.58E-08,1.13E-06
Cldn5,1578.875641,-1.280884543,0.226690392,-5.650369793,1.60E-08,1.14E-06
Abhd3,137.8669488,1.570784072,0.278871915,5.632636296,1.77E-08,1.26E-06
Trim36,1894.809924,0.842242837,0.149590638,5.630317817,1.80E-08,1.27E-06
Syt4,2069.368585,1.077171373,0.191393457,5.628047015,1.82E-08,1.28E-06
Rpl28-ps1,3823.496185,-1.052912328,0.187194102,-5.624708882,1.86E-08,1.30E-06
Golga7b,2563.584482,0.781640702,0.139050543,5.621270393,1.90E-08,1.33E-06
Hipk4,147.9575232,1.270685476,0.226247102,5.616361342,1.95E-08,1.36E-06
Gda,179.3837117,1.349817521,0.240388244,5.615156131,1.96E-08,1.36E-06
Luc7l2,2081.621049,0.764808445,0.136340547,5.609545085,2.03E-08,1.40E-06
Bglap3,26.70495039,2.25940846,0.403029687,5.606059636,2.07E-08,1.43E-06
Magee2,79.63232312,1.722003318,0.308760296,5.577152706,2.44E-08,1.67E-06
Mfap4,10161.93251,-1.0727484,0.192328946,-5.57767525,2.44E-08,1.67E-06
Ckap2l,547.3502307,-0.867557389,0.155697014,-5.57208751,2.52E-08,1.72E-06
Neurod4,470.9221406,-1.783526588,0.320208672,-5.569888456,2.55E-08,1.73E-06
Spaca6,871.3156807,1.034631532,0.185939649,5.564340581,2.63E-08,1.78E-06
Nell2,4134.74044,-0.824246438,0.148289831,-5.558347677,2.72E-08,1.84E-06
Stip1,9068.463841,-0.663329821,0.119565557,-5.547833631,2.89E-08,1.94E-06
RP23-398K14.4,103.8407697,1.456233386,0.263406714,5.528459635,3.23E-08,2.16E-06
Nptxr,3332.401687,0.803880223,0.145468637,5.526141149,3.27E-08,2.19E-06
Tpm4,6613.905069,-0.767470017,0.139106765,-5.517129372,3.45E-08,2.29E-06
Spsb4,2754.048595,-1.226154624,0.222422753,-5.512721194,3.53E-08,2.33E-06
Stx1b,2292.436123,0.83630504,0.15169422,5.513097581,3.53E-08,2.33E-06
Pcf11,808.0166339,0.888365616,0.161291188,5.50783725,3.63E-08,2.39E-06
RP23-395H6.2,71.4798185,1.675698637,0.304381955,5.505249609,3.69E-08,2.42E-06
Arhgap33,8423.902935,0.971044488,0.176542525,5.500343275,3.79E-08,2.47E-06
Sra1,2856.683961,1.169619183,0.212644827,5.50034157,3.79E-08,2.47E-06
Entpd4,1498.572878,1.25722798,0.229094909,5.487804093,4.07E-08,2.64E-06
Bub1b,1097.535569,-0.877071983,0.15990384,-5.484996368,4.13E-08,2.67E-06
Luzp2,682.0225112,1.033235329,0.188370217,5.485131073,4.13E-08,2.67E-06
Msi2,2319.98851,-0.77500627,0.141312923,-5.484326922,4.15E-08,2.67E-06
Asic3,502.5116183,1.061716093,0.19368936,5.481540606,4.22E-08,2.69E-06
Dhfr,481.7683162,-0.883003943,0.161100251,-5.481083595,4.23E-08,2.69E-06
Kcnc4,200.0154289,1.482205713,0.270440312,5.480712918,4.24E-08,2.69E-06
Tph1,28.61583928,-2.209494921,0.403561678,-5.474986955,4.38E-08,2.77E-06
Lzts3,705.5513356,0.924995901,0.16897788,5.474065001,4.40E-08,2.78E-06
Phf21b,568.2263361,-1.008922583,0.184482792,-5.468925159,4.53E-08,2.85E-06
Ahnak2,496.655935,1.246862946,0.228276613,5.462070472,4.71E-08,2.94E-06
Ptprt,430.9358875,1.367895753,0.250408536,5.462656235,4.69E-08,2.94E-06
Glrx3,7011.195212,-0.708871053,0.129935,-5.455582066,4.88E-08,3.04E-06
Creb5,727.6660196,-0.860015886,0.157769981,-5.451074285,5.01E-08,3.10E-06
Firre,1473.23991,0.820836054,0.150588387,5.450858914,5.01E-08,3.10E-06
Dennd6b,2201.039452,0.70433856,0.129276231,5.4483222,5.08E-08,3.12E-06
Hoxb9,2830.802134,-1.322304208,0.242697974,-5.448352879,5.08E-08,3.12E-06
Shisa7,1419.341763,0.866295807,0.158983715,5.448959377,5.07E-08,3.12E-06
Kif1a,11451.1287,1.143447724,0.210113853,5.442038716,5.27E-08,3.22E-06
Zdhhc18,1450.189505,0.751983049,0.138448203,5.431511821,5.59E-08,3.41E-06
