GeneID,Base mean,log2(FC),StdErr,Wald-Stats,PVal,AdjP,% WT
RP24-148B13.5,13.64834797,0.117706984,0.161540769,0.728651877,0.466214636,0.878781772,
Spef1,477.2124734,-0.094116528,0.129180282,-0.728567292,0.466266392,0.878781772,
Zfp955a,24.34491526,-0.121804782,0.167219021,-0.728414634,0.466359808,0.878781772,
Sdhaf4,782.4862362,0.086673062,0.119012819,0.728266603,0.466450402,0.878852043,
Per3,194.7416371,0.129290536,0.177556883,0.728164034,0.466513179,0.878869893,
Crygn,18.6549941,0.122013714,0.167598625,0.728011428,0.466606591,0.878945444,
Abca6,13.82754236,0.10491943,0.144199078,0.727601256,0.466857711,0.879117171,
Fbxl2,505.1750312,0.122262352,0.168030464,0.72762015,0.466846143,0.879117171,
Ildr2,169.6462864,-0.122822207,0.168791798,-0.727655065,0.466824764,0.879117171,
Igll1,26.09470352,-0.130765252,0.17975269,-0.727473128,0.466936171,0.879164507,
Nr3c1,692.9785923,0.079445763,0.109229717,0.72732737,0.467025435,0.87918416,
RP23-35D18.1,354.0389945,0.126062392,0.173342661,0.727243895,0.467076561,0.87918416,
Zfp128,82.70623172,0.132805389,0.182626956,0.727194889,0.467106577,0.87918416,
RP23-293B20.2,18.22131747,0.124821048,0.171668581,0.727104795,0.467161762,0.879187665,
Saal1,201.143237,-0.117273508,0.161327074,-0.726930111,0.46726877,0.879288688,
Hspa9,4618.031742,-0.068137695,0.09376267,-0.726703866,0.467407385,0.879364541,
RP24-245C15.2,26.34266547,0.124428154,0.171225854,0.726690218,0.467415747,0.879364541,
Hgsnat,1535.206296,-0.064923741,0.089411544,-0.726122576,0.46776363,0.879575041,
Icam5,68.09524135,0.137278405,0.189076359,0.726047428,0.467809696,0.879575041,
Lbp,826.8152708,-0.098040208,0.135044323,-0.725985412,0.467847714,0.879575041,
Pou3f2,259.54214,-0.09935839,0.136793701,-0.726337469,0.467631915,0.879575041,
RP24-128P19.3,28.75650521,0.133169832,0.183429136,0.72600152,0.467837839,0.879575041,
Zfp945,389.8415712,0.092094558,0.126836083,0.726091158,0.467782889,0.879575041,
Chmp4c,23.32471317,0.127518098,0.175707427,0.725741083,0.467997512,0.879756353,
RP23-118E21.9,51.40916332,-0.137366277,0.189331106,-0.725534646,0.468124098,0.879793701,
Snapc4,517.901059,-0.097104623,0.133834367,-0.725558203,0.468109652,0.879793701,
RP24-151H6.4,15.71501786,0.119504272,0.164756724,0.725337753,0.46824485,0.879920343,
Sik2,80.72292105,0.134034642,0.184915717,0.724841805,0.468549086,0.880391718,
Dnajb4,193.8041592,0.124047078,0.171164114,0.724725963,0.468620164,0.880424938,
Calr,12126.74454,0.052791924,0.072927394,0.723897024,0.469128957,0.88072692,
Cggbp1,1126.699475,-0.067873709,0.093736902,-0.724087386,0.469012088,0.88072692,
Galnt6,180.2740364,0.114924758,0.158729078,0.724030903,0.469046763,0.88072692,
Gprasp2,1316.054099,-0.079037572,0.109181771,-0.723908134,0.469122136,0.88072692,
Myl1,192.7262801,0.093442904,0.129059436,0.724030008,0.469047312,0.88072692,
Oxct1,6215.405284,0.051992754,0.07182759,0.723854914,0.469154812,0.88072692,
Rbbp6,806.3085613,0.074290298,0.102598309,0.724088913,0.469011151,0.88072692,
Bin1,4455.660049,-0.060212507,0.08320563,-0.723659054,0.469275077,0.880752131,
Rsl1d1,1055.952746,0.071052712,0.098174105,0.723741884,0.469224214,0.880752131,
Csnk2a1,4154.50888,-0.06253322,0.086433044,-0.723487426,0.469380476,0.880795901,
Recql5,449.2195285,-0.089021364,0.12309648,-0.723183673,0.469567048,0.880795901,
RP23-17C12.6,133.2757419,0.12118646,0.167610997,0.723022131,0.469666288,0.880795901,
RP23-433H22.3,16.29148334,0.117762101,0.162792291,0.723388683,0.469441122,0.880795901,
Smyd2,2440.033536,0.05942968,0.082197332,0.723012278,0.469672341,0.880795901,
Spi1,162.9530323,0.134257685,0.185690194,0.723019788,0.469667727,0.880795901,
Ttc3,6170.704137,0.057225765,0.079142535,0.723072177,0.469635542,0.880795901,
Ccdc174,457.0594421,-0.091570629,0.126679225,-0.72285435,0.469769372,0.88079833,
Fbln1,167.885576,0.134577698,0.186180055,0.722836276,0.469780477,0.88079833,
Chchd6,123.888429,0.125896668,0.174216676,0.722644189,0.469898512,0.880819312,
Syngap1,987.9427442,0.086495813,0.119687133,0.722682636,0.469874886,0.880819312,
Atg7,28.03830973,0.098061178,0.135815403,0.722018091,0.470283355,0.881033475,
Ptprc,103.9007303,0.135877504,0.188268407,0.721722281,0.47046524,0.881033475,
RP23-104D6.8,33.78145867,0.134623933,0.18643252,0.722105417,0.470229668,0.881033475,
RP23-408A1.4,40.56180445,0.13302869,0.184337366,0.721658842,0.470504252,0.881033475,
RP23-99G21.3,19.0990599,-0.120448455,0.166841482,-0.721933501,0.470335363,0.881033475,
RP24-66I20.1,13.96330815,0.117080314,0.162122382,0.722172425,0.470188474,0.881033475,
RP24-84I4.2,41.94894465,-0.136294579,0.18888216,-0.721585241,0.470549516,0.881033475,
Scn1b,13304.10197,0.049395263,0.068453439,0.721589205,0.470547078,0.881033475,
Stra13,150.2918618,0.133940386,0.185640978,0.721502267,0.470600546,0.881033475,
Zfp455,30.85052758,0.133113253,0.18443105,0.721750774,0.470447719,0.881033475,
Zfp518a,145.9630582,-0.124544637,0.17248441,-0.722063152,0.470255652,0.881033475,
Dnah6,16.01342513,0.091378442,0.126745165,0.72096196,0.470932919,0.881107601,
Eppk1,16.62265194,0.102408903,0.142072495,0.72082146,0.47101937,0.881107601,
Fam13a,15.40632133,0.119877608,0.166325042,0.720742992,0.471067656,0.881107601,
Lipo1,251.4537223,-0.103740381,0.143845648,-0.72119235,0.470791178,0.881107601,
Rab22a,1038.638382,-0.06907851,0.09582216,-0.720903286,0.470969021,0.881107601,
Scn3b,1288.898442,0.132151679,0.183205925,0.72132863,0.470707346,0.881107601,
Serpinh1,6449.988409,0.107720762,0.149425957,0.720897256,0.470972731,0.881107601,
Tomm34,2233.476124,-0.067242551,0.093262071,-0.721006411,0.47090557,0.881107601,
Mirg,946.9898536,0.07009563,0.09726879,0.720638444,0.471131995,0.881127986,
Abca12,20.94369716,0.128083601,0.177860299,0.720135981,0.471441276,0.881185358,
Atl1,4060.397848,-0.074384016,0.103326335,-0.719894064,0.471590223,0.881185358,
C730034F03Rik,38.53889278,-0.135967287,0.188846931,-0.719986743,0.471533158,0.881185358,
Gxylt2,170.2933049,0.133798915,0.185723005,0.720421872,0.471265287,0.881185358,
N4bp2l1,111.059182,-0.135975229,0.188872502,-0.719931315,0.471567286,0.881185358,
Nt5dc1,46.52808936,-0.066904266,0.092874159,-0.720375472,0.471293848,0.881185358,
RP23-194O23.1,32.78418418,0.134815645,0.187175968,0.72026151,0.471363998,0.881185358,
RP24-226L18.4,26.8766025,0.133712608,0.185657044,0.720212954,0.471393889,0.881185358,
AC123686.4,642.2205377,0.085254692,0.11847029,0.719629301,0.471753266,0.881190422,
Arfrp1,687.2009284,0.081831822,0.113710693,0.71964931,0.471740943,0.881190422,
Atp13a3,737.9867429,-0.077755497,0.108039557,-0.7196947,0.47171299,0.881190422,
Insm1,398.1266696,-0.103492414,0.143847707,-0.719458209,0.471858643,0.881287415,
Insm2,639.365611,-0.080850343,0.112410987,-0.719238802,0.471993796,0.881330325,
Nbeal2,280.3445995,-0.102583029,0.142659939,-0.719073834,0.472095429,0.881330325,
Pde4dip,1707.587949,-0.078792262,0.109568735,-0.719112641,0.47207152,0.881330325,
Ube2q1,696.1337552,0.094169703,0.130929061,0.719242175,0.471991718,0.881330325,
Ankrd27,146.575439,0.08748823,0.121684261,0.718977372,0.472154862,0.881337638,
Asf1b,95.99866254,0.129536298,0.180188322,0.718893969,0.472206253,0.881337638,
Mcmbp,15.19292868,-0.08753239,0.121779344,-0.71877863,0.472277327,0.881370522,
Nupr1,339.9363695,0.116339217,0.161877106,0.718688512,0.472332863,0.881374405,
Nmi,206.7752676,0.108304112,0.150807699,0.718160363,0.472658414,0.88188208,
RP23-149A5.3,13.46402538,0.111419935,0.155219395,0.717822247,0.472866894,0.882171232,
Adcy7,218.6946846,-0.109568946,0.152761486,-0.717255039,0.473216744,0.882352397,
Lrrc28,561.0781267,-0.079364372,0.110667235,-0.717144254,0.473285092,0.882352397,
Mylk,364.4301808,-0.111028449,0.154782316,-0.717319989,0.473176676,0.882352397,
RP24-213G21.1,25.18747731,0.125306854,0.174659122,0.717436642,0.473104717,0.882352397,
RP24-234J3.3,808.9770069,0.079423716,0.110696168,0.717492913,0.473070008,0.882352397,
Twist1,103.4383516,0.135369794,0.188752901,0.71717994,0.473263075,0.882352397,
RP23-114B10.4,19.39177652,-0.123656928,0.17251047,-0.71680825,0.47349242,0.882639121,
AC118601.3,46.03682074,0.134453361,0.187950134,0.715367198,0.474382176,0.883302276,
AC148089.1,19.66700997,0.120914463,0.169089182,0.715092836,0.47455168,0.883302276,
Atp2b2,4655.11889,0.053540627,0.074799636,0.715787263,0.474122718,0.883302276,
Bpifb1,15.41479,-0.088445642,0.12375411,-0.714688521,0.474801532,0.883302276,
Dhx57,1616.988082,-0.060864893,0.085124182,-0.715012952,0.47460104,0.883302276,
Gtf3c3,793.0580362,-0.086336552,0.120627619,-0.715727899,0.47415938,0.883302276,
Haus2,516.2558282,-0.083408807,0.116523516,-0.715810935,0.474108099,0.883302276,
Kif3a,1861.724542,-0.07157979,0.1001353,-0.714830739,0.474713639,0.883302276,
Mapk8,1210.570033,-0.06931462,0.096932927,-0.715078174,0.47456074,0.883302276,
Marveld1,1244.924408,0.066604813,0.093211513,0.71455565,0.474883658,0.883302276,
Rassf10,145.5265617,0.127719079,0.178666143,0.714847688,0.474703164,0.883302276,
RP23-356J2.13,392.2005595,-0.107792924,0.150725985,-0.7151582,0.474511295,0.883302276,
Rspo4,213.9831367,-0.111153458,0.155485945,-0.714877849,0.474684526,0.883302276,
Scarf1,53.85247913,0.111677758,0.156283617,0.714583909,0.47486619,0.883302276,
Tarsl2,637.5399614,0.088254056,0.12351906,0.714497472,0.474919619,0.883302276,
Tmem132c,287.169789,-0.099955339,0.139691954,-0.715541136,0.474274732,0.883302276,
Usp3,339.8661991,0.092985564,0.13008166,0.714824547,0.474717465,0.883302276,
Xlr4c,23.81908802,0.122692257,0.171631284,0.714859516,0.474695855,0.883302276,
Zbtb38,650.5244841,-0.089455284,0.125199405,-0.714502468,0.47491653,0.883302276,
Zic4,41.39857665,-0.135310997,0.189262786,-0.71493715,0.47464788,0.883302276,
Camk2b,2652.816893,0.060838897,0.08521443,0.713950646,0.475257699,0.88366725,
Nudt17,113.3583327,-0.130479497,0.182740969,-0.714013382,0.475218904,0.88366725,
Pnpla7,154.2821052,-0.117922664,0.165176294,-0.713920022,0.475276636,0.88366725,
Aurkaip1,1296.747176,-0.073047633,0.102344509,-0.713742566,0.47538638,0.883687423,
Fahd2a,351.1264732,0.095258384,0.133491917,0.713589151,0.475481268,0.883687423,
Htr1f,34.32497607,-0.134249115,0.188141006,-0.713555845,0.475501869,0.883687423,
Mkrn3,51.74279256,-0.134896834,0.189034743,-0.713608684,0.475469186,0.883687423,
Gpatch11,838.7462527,-0.07368444,0.103276276,-0.713469179,0.475555478,0.883687448,
Acy3,136.1188052,0.125069816,0.176106149,0.710195622,0.477582835,0.883706154,
Adamts19,39.81872148,-0.134256135,0.189184219,-0.709658214,0.47791611,0.883706154,
Atad2,231.8815937,-0.106922203,0.149948126,-0.713061281,0.475807838,0.883706154,
Brf2,450.7029013,0.083790386,0.117783641,0.711392396,0.47684111,0.883706154,
Cbr4,142.5004283,0.118429868,0.166373936,0.711829456,0.47657039,0.883706154,
Ccny,1036.380344,-0.071557497,0.100440208,-0.712438761,0.47619312,0.883706154,
Cep78,263.8456013,0.100640838,0.141318222,0.712157542,0.476367225,0.883706154,
Chst15,1365.287618,-0.071443448,0.100694684,-0.709505662,0.478010739,0.883706154,
Cpsf4l,34.08303417,-0.132610846,0.186892371,-0.709557298,0.477978708,0.883706154,
Dhx9,183.5746713,0.043537429,0.061139897,0.712095231,0.476405808,0.883706154,
Dpysl3,16046.67212,0.050307771,0.070718045,0.711385198,0.476845569,0.883706154,
Entpd1,298.3047593,-0.096470186,0.135378432,-0.712596419,0.476095529,0.883706154,
Epha8,163.2575518,0.116488163,0.164129366,0.709733826,0.477869211,0.883706154,
Fam69c,14.66885975,0.113524078,0.159854096,0.710173094,0.477596804,0.883706154,
Fcna,45.56682418,0.134568977,0.189395343,0.710518931,0.477382396,0.883706154,
Grasp,373.7173753,0.106395815,0.149582517,0.711285098,0.476907584,0.883706154,
H19,5973.569547,0.134412193,0.189357307,0.709833676,0.477807283,0.883706154,
Hs3st4,247.8061846,-0.106082114,0.149360072,-0.710244124,0.477552763,0.883706154,
Imp4,36.97278214,-0.133713392,0.188275783,-0.710199633,0.477580349,0.883706154,
Kif27,25.10636508,0.125737024,0.17686034,0.71093963,0.477121647,0.883706154,
Laptm4b,2443.447947,0.06278279,0.088202943,0.711799272,0.476589084,0.883706154,
Lcn10,12.03443317,-0.092064041,0.129240598,-0.712346135,0.476250462,0.883706154,
Lmntd2,12.76352411,0.108359573,0.152439995,0.710834277,0.477186937,0.883706154,
Map3k15,18.52617463,0.119966334,0.1689254,0.710173449,0.477596583,0.883706154,
Mdh1b,18.48021222,0.120778909,0.169511379,0.712512101,0.476147721,0.883706154,
Mrpl52,121.291718,0.128169048,0.18065354,0.709474319,0.478030182,0.883706154,
Mus81,540.6798564,0.087427017,0.123040896,0.710552505,0.477361583,0.883706154,
Nlgn2,6018.485644,0.052834306,0.074081946,0.713187335,0.475729843,0.883706154,
P2ry14,66.25003341,0.12754994,0.179110785,0.712128755,0.47638505,0.883706154,
Phf12,64.32063682,0.134109532,0.188474609,0.711552248,0.476742086,0.883706154,
Rad54l,73.03421368,0.132909547,0.187069437,0.710482427,0.477405025,0.883706154,
RP23-198O15.6,46.81820034,0.134378438,0.189405994,0.709472995,0.478031004,0.883706154,
RP23-226O20.9,28.11037703,-0.123207782,0.17351888,-0.710054043,0.477670624,0.883706154,
RP23-304A10.2,26.28684278,-0.128945219,0.181514259,-0.710386169,0.477464698,0.883706154,
RP23-304I24.1,17.84328371,-0.114188534,0.160279872,-0.712432151,0.476197212,0.883706154,
RP23-331A21.2,700.6609384,0.080704336,0.113355846,0.711955657,0.476492236,0.883706154,
RP23-384C18.12,158.5490245,-0.11614565,0.162957335,-0.712736556,0.476008791,0.883706154,
RP23-389F23.3,21.86045222,-0.120266875,0.169249902,-0.710587561,0.477339853,0.883706154,
RP23-394F19.1,16.13193497,0.120839075,0.170236323,0.709831324,0.477808742,0.883706154,
RP23-472H13.5,37.68720023,0.130159126,0.183074344,0.710963226,0.477107024,0.883706154,
Slc2a10,41.02054291,0.133384338,0.187011144,0.713242725,0.475695573,0.883706154,
Slc35c1,1188.856998,-0.065055482,0.091293581,-0.712596455,0.476095506,0.883706154,
Slc43a3,1423.532441,0.064926813,0.091250792,0.71152054,0.476761727,0.883706154,
Synpo,1210.563062,-0.07653376,0.107642189,-0.711001516,0.477083297,0.883706154,
Wdr17,260.6191084,-0.108023727,0.151612809,-0.712497367,0.476156841,0.883706154,
Ythdc2,211.7218349,-0.105811376,0.148497787,-0.712545134,0.476127273,0.883706154,
Ddr1,2010.175395,0.063959921,0.090216364,0.708961411,0.478348424,0.883995609,
Gpr182,60.42598496,-0.132658693,0.187103114,-0.709013816,0.478315903,0.883995609,
Nufip1,341.5444995,-0.089118612,0.125674518,-0.709122371,0.478248542,0.883995609,
Hs3st2,1366.650262,-0.060385059,0.085191215,-0.708817904,0.478437486,0.884030631,
Tox3,401.7601971,0.087870371,0.123991066,0.708683087,0.478521163,0.884030631,
Vrk1,167.7036401,-0.130241807,0.183782991,-0.708671708,0.478528225,0.884030631,
Champ1,605.4045294,0.080753914,0.114014029,0.708280507,0.47877108,0.884281121,
Dph6,241.7911045,0.118028197,0.16662475,0.70834733,0.478729592,0.884281121,
RP23-200B23.1,12.96355476,0.111506396,0.157513961,0.707914367,0.478998437,0.884502882,
Synm,5148.568504,-0.068457797,0.096693118,-0.707990375,0.478951234,0.884502882,
Zc3h4,826.5930852,0.07135935,0.100835065,0.707683875,0.479141593,0.884668151,
Ccnyl1,314.1330782,0.105611394,0.149276875,0.707486635,0.479264115,0.884673813,
Lipg,69.4056873,-0.133962516,0.189352249,-0.707477816,0.479269594,0.884673813,
Taf8,394.6119691,-0.085416968,0.120744382,-0.707419815,0.479305627,0.884673813,
Hdgfrp3,1414.596287,0.069786522,0.098665164,0.707306601,0.479375964,0.8847046,
Amot,178.2545293,-0.120504893,0.170604959,-0.706338748,0.479977502,0.884714891,
Atp10d,61.69805546,0.132764915,0.187867387,0.706694851,0.47975613,0.884714891,
Clybl,741.5923271,0.073473537,0.103989805,0.706545577,0.47984892,0.884714891,
Dnajb14,2033.054419,-0.069781754,0.098701669,-0.7069967,0.479568528,0.884714891,
Evi2a,57.8954235,-0.133786008,0.189405348,-0.706347575,0.479972014,0.884714891,
Frmd3,1885.637166,0.058737391,0.083117313,0.706680573,0.479765005,0.884714891,
Hook1,123.9245822,-0.128953077,0.182607728,-0.706175353,0.480079096,0.884714891,
Lrrc7,39.65099895,-0.133826967,0.189398172,-0.706590596,0.479820935,0.884714891,
Poll,492.3392105,0.082820726,0.11726889,0.706246358,0.480034946,0.884714891,
RP24-262L7.1,25.01186517,0.09726492,0.137637054,0.706676846,0.479767321,0.884714891,
Topbp1,404.3473073,-0.090830051,0.128441877,-0.707168508,0.479461767,0.884714891,
Wdr33,808.2573048,0.075164427,0.106339201,0.706836482,0.4796681,0.884714891,
Zfp472,73.87100625,-0.131792547,0.18660026,-0.706282759,0.480012313,0.884714891,
Cog1,198.7027017,0.12306711,0.17451782,0.705183634,0.480695965,0.884777501,
Corin,12.52138183,-0.105402557,0.149329073,-0.70584083,0.480287128,0.884777501,
Cspg4,544.4022398,0.127147235,0.180164663,0.705727929,0.480357349,0.884777501,
Dek,498.4221496,0.117362422,0.16630945,0.705687031,0.480382788,0.884777501,
Fam173b,264.9583983,-0.096863278,0.137286524,-0.705555615,0.480464535,0.884777501,
Fam19a1,425.7865649,0.089517059,0.126924077,0.705280364,0.480635778,0.884777501,
Frmpd4,320.497859,-0.104597059,0.148364771,-0.704999295,0.480810675,0.884777501,
Glmn,74.61795857,-0.120142385,0.170395152,-0.705081002,0.480759828,0.884777501,
Gm26870,25.31994828,0.045072979,0.063928048,0.705057964,0.480774165,0.884777501,
Gprc5a,18.31672908,-0.119527753,0.169493825,-0.705204173,0.480683185,0.884777501,
Rad17,17.20835545,-0.091757933,0.130137037,-0.705086996,0.480756099,0.884777501,
RP23-403H2.3,14.49309944,0.108042615,0.153191563,0.705277843,0.480637347,0.884777501,
Txn2,41.67082695,-0.132803648,0.188209266,-0.705616946,0.480426383,0.884777501,
Otos,14.04478179,0.114163045,0.161989655,0.704755158,0.480962619,0.884958338,
Cks2,220.6020939,0.125841432,0.178583234,0.704665433,0.481018468,0.884962341,
Itgb1bp1,488.7065606,0.106690974,0.151458279,0.704424844,0.481168239,0.885040375,
RP24-267I24.3,66.34987739,0.133294016,0.189220613,0.704437081,0.481160621,0.885040375,
Capn6,117.2813076,0.131226035,0.186450421,0.703811954,0.481549888,0.885643565,
Fut7,18.52665904,0.116184856,0.165140884,0.703549924,0.481713106,0.885676657,
Pabpc1l,27.72060442,0.129031307,0.183429501,0.703438136,0.481782747,0.885676657,
Scaf8,605.9872072,-0.07412281,0.105338187,-0.703665145,0.481641332,0.885676657,
Tmem74b,187.9766298,0.126038649,0.179160389,0.703496181,0.481746586,0.885676657,
Nfs1,33.12971301,-0.130965499,0.186239059,-0.703211772,0.481923784,0.885837163,
Armc10,16.39337071,-0.100121805,0.142430882,-0.70295012,0.482086835,0.886032663,
Folh1,262.8132591,-0.120463226,0.171387966,-0.702868636,0.482137618,0.886032663,
RP24-175C20.10,15.78672195,0.115899631,0.16496658,0.702564305,0.482327314,0.886282486,
Chmp1a,3345.217947,-0.057938069,0.082546806,-0.701881422,0.482753116,0.886694324,
Heatr6,651.1300842,-0.080059029,0.114038565,-0.702034689,0.48265753,0.886694324,
Plscr4,260.7730855,-0.099703433,0.142039606,-0.701941067,0.482715917,0.886694324,
Saraf,6002.169141,0.046767529,0.066633713,0.701859875,0.482766554,0.886694324,
Esf1,348.3104826,-0.091340262,0.130183883,-0.701624963,0.482913079,0.886864653,
Fstl4,35.04378048,0.128870173,0.183746674,0.701346971,0.483086507,0.886907234,
RP23-68E1.1,30.14617596,0.126542316,0.18043214,0.70132913,0.483097639,0.886907234,
Swt1,20.14421674,-0.106682501,0.152081078,-0.701484383,0.483000778,0.886907234,
Fbxl15,1036.114989,0.088106062,0.12567546,0.701060189,0.483265454,0.886929764,
Gpr37,449.5373617,0.082666376,0.117900711,0.701152478,0.483207863,0.886929764,
Nod1,267.4872469,0.103043941,0.14703921,0.700792266,0.483432665,0.886929764,
RP23-146A17.2,13.98640363,0.109037065,0.155580301,0.700841073,0.483402203,0.886929764,
RP23-27C9.6,14.26075617,0.112532996,0.160568861,0.700839473,0.483403201,0.886929764,
RP24-191C23.1,12.46681083,-0.113094161,0.161332535,-0.701000336,0.483302806,0.886929764,
RP24-274B19.1,150.451748,-0.111713964,0.159483495,-0.700473513,0.483631641,0.88714417,
Zfp276,203.0782194,0.123756352,0.176707321,0.700346488,0.483710946,0.88714417,
Zfp827,552.7318056,-0.089969083,0.128450076,-0.700420623,0.483664661,0.88714417,
Efemp1,134.7536211,-0.127521322,0.182109011,-0.700247182,0.483772951,0.887159205,
3110082I17Rik,27.17851751,0.126193884,0.18189985,0.693754744,0.487836028,0.887311858,
Abi2,1148.829199,0.083335617,0.119768645,0.695804957,0.486550985,0.887311858,
Adrbk1,313.8880052,-0.102735674,0.147638053,-0.695861746,0.486515416,0.887311858,
Ahcyl2,1226.3009,-0.0713774,0.102647296,-0.695365615,0.486826203,0.887311858,
Akain1,98.42881766,-0.12936807,0.185517588,-0.697335875,0.485592622,0.887311858,
Als2cl,73.84601587,0.130933116,0.188958351,0.692920505,0.488359441,0.887311858,
Anp32a,761.3554427,0.079488485,0.113915163,0.697786695,0.485310601,0.887311858,
Arhgap27os2,20.13246,0.117103242,0.168351804,0.695586502,0.486687821,0.887311858,
Atg9b,225.609149,0.119240554,0.171951842,0.693453191,0.488025192,0.887311858,
Btf3,5960.186829,0.064579522,0.092639651,0.697104554,0.485737364,0.887311858,
Camk4,894.0650106,0.06812165,0.098294994,0.693032746,0.488289002,0.887311858,
Casp4,12.60848983,-0.103150059,0.147828121,-0.697770211,0.485320911,0.887311858,
Ccdc58,216.8000226,0.114330612,0.165550703,0.690607832,0.489812024,0.887311858,
Ccnt1,559.4559008,-0.078485966,0.112241842,-0.699257642,0.484391033,0.887311858,
Cd93,460.5529999,0.10394576,0.149360615,0.695938213,0.486467525,0.887311858,
Cdca4,224.0793067,0.105911143,0.153259853,0.691056013,0.489530342,0.887311858,
Cdon,164.553825,-0.122012963,0.174998293,-0.697223733,0.485662789,0.887311858,
Cfap99,29.57648022,-0.128654453,0.184375914,-0.697783406,0.485312658,0.887311858,
Chd5,2045.997587,-0.075614793,0.108446727,-0.697252877,0.485644553,0.887311858,
Crb3,15.0865264,0.110198869,0.158300553,0.696136981,0.486343049,0.887311858,
Creb3l1,1085.446687,0.104038036,0.150259956,0.692386968,0.488694348,0.887311858,
Ctsz,2227.30379,0.075578651,0.109121286,0.692611433,0.488553434,0.887311858,
Dcxr,193.4194405,0.116323164,0.167711572,0.693590564,0.487939013,0.887311858,
Dis3l2,535.6740077,0.086095642,0.123423072,0.697565218,0.48544914,0.887311858,
Dkk3,3295.39298,-0.057292973,0.082830369,-0.691690428,0.48913176,0.887311858,
Dntt,14.10123616,-0.110024286,0.158840289,-0.692672415,0.488515154,0.887311858,
Dr1,697.0535437,-0.072325861,0.10462122,-0.691311586,0.489369753,0.887311858,
Dscc1,57.03355158,0.131249789,0.188743441,0.695387286,0.486812626,0.887311858,
Echdc1,1090.491486,0.092776221,0.133385755,0.695548194,0.48671182,0.887311858,
Emc2,2497.035807,0.053763159,0.077865292,0.69046371,0.489902624,0.887311858,
Faim,847.3344953,0.06773783,0.097856437,0.6922164,0.488801441,0.887311858,
Fendrr,19.76834374,0.12060387,0.173274095,0.69602943,0.486410399,0.887311858,
Foxd1,217.6583719,0.131195901,0.188853689,0.694695994,0.487245839,0.887311858,
Gatc,609.363837,-0.082870524,0.119929984,-0.690990872,0.489571278,0.887311858,
Ggps1,965.8666497,-0.078120689,0.111845075,-0.698472322,0.484881862,0.887311858,
Gmppb,577.4385894,0.085540904,0.123732811,0.691335654,0.489354631,0.887311858,
H2-Ob,18.27456669,-0.120334875,0.172880081,-0.696059802,0.486391379,0.887311858,
Hexim2,189.6846762,0.108863209,0.157114856,0.692889338,0.488379001,0.887311858,
Hpcal4,104.2159553,0.127440551,0.182314492,0.699014922,0.484542705,0.887311858,
Klhl30,17.39620381,-0.111929133,0.160329333,-0.698120118,0.485102078,0.887311858,
Klhl7,989.0201994,-0.082989777,0.118959886,-0.697628249,0.485409711,0.887311858,
Lingo2,205.5596707,-0.102498999,0.14664112,-0.69897856,0.48456543,0.887311858,
Lrrc24,392.1789707,0.094088369,0.135605559,0.693838585,0.487783442,0.887311858,
Ly6g,13.62525922,-0.108691384,0.157086047,-0.691922587,0.488985945,0.887311858,
Mtbp,50.70301296,0.111503921,0.16047101,0.694853987,0.487146811,0.887311858,
Nck1,493.2667477,-0.081781253,0.118101462,-0.692466049,0.4886447,0.887311858,
Olfr1192-ps1,22.78903788,0.119731498,0.172247741,0.695112148,0.486985022,0.887311858,
Papola,1500.630332,-0.061303991,0.088815822,-0.69023727,0.490044989,0.887311858,
Parg,525.2934758,-0.077522841,0.111333305,-0.696313126,0.486232755,0.887311858,
Parp6,548.1776763,0.114581704,0.163824906,0.699415655,0.484292307,0.887311858,
Pcdhga4,56.38265354,-0.130706728,0.189355854,-0.690270328,0.490024204,0.887311858,
Pex11b,712.5913044,0.070188163,0.100979372,0.695074259,0.487008765,0.887311858,
Piwil4,14.01483148,0.095192241,0.137647793,0.69156387,0.489211258,0.887311858,
Plcl1,308.9095942,-0.090685425,0.13112602,-0.691589857,0.489194933,0.887311858,
Ppp1r9a,667.9594782,0.080939742,0.116434969,0.695149771,0.486961446,0.887311858,
Preb,1594.79279,0.060690827,0.087011313,0.697505015,0.485486802,0.887311858,
Ptcd2,909.269342,0.072229804,0.104065132,0.694082664,0.487630369,0.887311858,
Ptgr1,310.6256449,0.090938429,0.130108648,0.69894223,0.484588135,0.887311858,
Pycrl,587.7537457,0.09986139,0.142803115,0.699294202,0.48436819,0.887311858,
Rab21,2920.108595,-0.05255202,0.075356274,-0.697380816,0.485564504,0.887311858,
Rae1,1110.692113,0.071287017,0.102680224,0.694262378,0.48751768,0.887311858,
Rit2,1430.257694,-0.071766656,0.103924352,-0.69056631,0.489838126,0.887311858,
RP23-129D21.1,11.92426272,0.104437003,0.150610472,0.693424578,0.488043142,0.887311858,
RP23-143D11.2,72.39133567,-0.12941654,0.187262643,-0.69109641,0.489504956,0.887311858,
RP23-189L19.6,2773.829889,0.065998598,0.094963904,0.694986155,0.487063978,0.887311858,
RP23-218G9.1,37.29181892,0.130109733,0.186996085,0.695788538,0.486561268,0.887311858,
RP23-233B9.7,39.21472792,-0.129377858,0.185775766,-0.696419457,0.486166182,0.887311858,
RP23-264D16.7,16.2970346,-0.115991039,0.165845214,-0.699393348,0.484306244,0.887311858,
RP23-29I5.6,22.12505925,0.122444323,0.176727913,0.692840881,0.488409414,0.887311858,
RP23-303F24.3,34.49559054,-0.126488688,0.182359682,-0.693622003,0.487919291,0.887311858,
