GeneID,Base mean,log2(FC),StdErr,Wald-Stats,PVal,AdjP,% WT
Mup-ps6,0,NA,NA,NA,NA,NA,
Mup-ps7,0,NA,NA,NA,NA,NA,
Mup-ps8,0,NA,NA,NA,NA,NA,
Mup-ps9,0,NA,NA,NA,NA,NA,
Mup1,6.986909412,0.232415921,0.103300996,2.249890416,0.024455902,NA,
Mup10,0,NA,NA,NA,NA,NA,
Mup12,0.576107211,0.024058065,0.036244077,0.663779207,0.506831635,NA,
Mup13,0.166388265,0.003982899,0.034866393,0.114233176,0.909052953,NA,
Mup14,6.432884789,0.134652896,0.09277624,1.451372633,0.146676126,NA,
Mup16,7.129699059,0.373806412,0.12352242,3.0262232,0.002476294,NA,
Mup17,10.76046078,0.475633917,0.134824574,3.527798403,0.000419031,NA,
Mup18,2.582629686,0.088690613,0.065178325,1.36073783,0.173596555,NA,
Mup2,0,NA,NA,NA,NA,NA,
Mup21,0.424651233,0.021774768,0.037324974,0.583383334,0.559635274,NA,
Mup3,11.00335642,0.465570364,0.136627432,3.407590676,0.000655391,NA,
Mup4,0,NA,NA,NA,NA,NA,
Mup5,1.15789179,-0.033965858,0.040297496,-0.842877624,0.399296889,NA,
Mup6,0.288053606,0.012200987,0.034866393,0.349935437,0.726387152,NA,
Mup8,0.439583521,0.019759631,0.035070444,0.563426881,0.573144237,NA,
Mup9,4.770398775,0.135682546,0.079256951,1.711932448,0.086909118,NA,
Murc,10.79102945,0.070188313,0.150638422,0.465938981,0.641259178,NA,
Mxra8os,1.073858221,-0.05518169,0.058684782,-0.94030664,0.347060295,NA,
Myadml2os,1.197406162,-0.012333218,0.045152256,-0.273147332,0.784739964,NA,
Mybl1,0.942614904,0.005517779,0.054314652,0.101589148,0.919082793,NA,
Mybph,4.746429602,-0.131889262,0.07697999,-1.713292801,0.086658686,NA,
Mybphl,0.165413113,-0.012453277,0.034866393,-0.357171345,0.720963537,NA,
Mycs,0.35696699,-0.020671364,0.034866393,-0.592873605,0.553265744,NA,
Myf5,4.998255769,-0.110404562,0.100085019,-1.103107773,0.269980366,NA,
Myf6,2.497249891,-0.017534172,0.074886477,-0.23414337,0.814873677,NA,
Myh13,11.11019034,0.339665049,0.153229583,2.216706738,0.026643138,NA,
Myh15,6.795656376,-0.163851373,0.112708861,-1.453757685,0.146013499,NA,
Myh3,0,NA,NA,NA,NA,NA,
Myh4,0,NA,NA,NA,NA,NA,
Myh7,5.619825158,0.052936061,0.103125865,0.513315071,0.607730943,NA,
Myh8,0.786243248,0.023539055,0.045697143,0.51511,0.606476155,NA,
Myh9,5.744094638,0.01698374,0.096913076,0.175247145,0.860885441,NA,
Myl10,0.595314289,0.005439491,0.035876406,0.15161749,0.879488638,NA,
Mylip,0,NA,NA,NA,NA,NA,
Mylk2,8.190436908,0.204001731,0.138842223,1.469306145,0.141749771,NA,
Mylk3,0,NA,NA,NA,NA,NA,
Mylk4,0.262537759,-0.012453277,0.034866393,-0.357171345,0.720963537,NA,
Myo15b,2.23997181,0.026314965,0.071010738,0.370577257,0.710952424,NA,
Myo18b,6.02834911,-0.086977818,0.100984344,-0.861300026,0.389072821,NA,
Myo1d,3.300197569,0.095844267,0.102981488,0.930694139,0.352011802,NA,
Myo3a,0,NA,NA,NA,NA,NA,
Myo3b,7.6094417,0.194733037,0.132314247,1.471746551,0.141089332,NA,
Myo5c,3.23713835,0.069369369,0.103748773,0.668628331,0.503732596,NA,
Myo7b,8.210664164,-0.001740568,0.113205465,-0.015375299,0.98773277,NA,
Myocd,6.944836111,0.174849245,0.127626821,1.370003912,0.170685681,NA,
Myod1,2.669832965,0.024243946,0.073388661,0.330350025,0.741135498,NA,
Myog,10.48172968,0.043740239,0.12380888,0.353288378,0.723872258,NA,
Myot,9.381949011,-0.114544266,0.115357993,-0.992946074,0.320736235,NA,
Myoz2,3.176991264,-0.014271151,0.085778857,-0.166371424,0.867864661,NA,
Myoz3,0.525075519,-0.020671364,0.034866393,-0.592873605,0.553265744,NA,
Myrip,0.178483495,-0.012453277,0.034866393,-0.357171345,0.720963537,NA,
n-R5-8s1,0.136597628,0.003982899,0.034866393,0.114233176,0.909052953,NA,
n-R5s1,0,NA,NA,NA,NA,NA,
n-R5s10,0,NA,NA,NA,NA,NA,
n-R5s100,0.165413113,-0.012453277,0.034866393,-0.357171345,0.720963537,NA,
n-R5s101,0,NA,NA,NA,NA,NA,
n-R5s102,0,NA,NA,NA,NA,NA,
n-R5s106,0,NA,NA,NA,NA,NA,
n-R5s109,0,NA,NA,NA,NA,NA,
n-R5s112,0,NA,NA,NA,NA,NA,
n-R5s114,0,NA,NA,NA,NA,NA,
n-R5s115,0.121665341,0.003982899,0.034866393,0.114233176,0.909052953,NA,
n-R5s12,0,NA,NA,NA,NA,NA,
n-R5s127,0,NA,NA,NA,NA,NA,
n-R5s13,0,NA,NA,NA,NA,NA,
n-R5s136,0,NA,NA,NA,NA,NA,
n-R5s14,0,NA,NA,NA,NA,NA,
n-R5s15,0,NA,NA,NA,NA,NA,
n-R5s150,0,NA,NA,NA,NA,NA,
n-R5s151,0,NA,NA,NA,NA,NA,
n-R5s152,0,NA,NA,NA,NA,NA,
n-R5s153,0,NA,NA,NA,NA,NA,
n-R5s154,0,NA,NA,NA,NA,NA,
n-R5s155,0,NA,NA,NA,NA,NA,
n-R5s156,0,NA,NA,NA,NA,NA,
n-R5s157,0,NA,NA,NA,NA,NA,
n-R5s158,0,NA,NA,NA,NA,NA,
n-R5s159,0,NA,NA,NA,NA,NA,
n-R5s16,0,NA,NA,NA,NA,NA,
n-R5s160,0,NA,NA,NA,NA,NA,
n-R5s161,0,NA,NA,NA,NA,NA,
n-R5s162,0,NA,NA,NA,NA,NA,
n-R5s164,0,NA,NA,NA,NA,NA,
n-R5s165,0,NA,NA,NA,NA,NA,
n-R5s166,0,NA,NA,NA,NA,NA,
n-R5s167,0,NA,NA,NA,NA,NA,
n-R5s168,0,NA,NA,NA,NA,NA,
n-R5s169,0,NA,NA,NA,NA,NA,
n-R5s170,0,NA,NA,NA,NA,NA,
n-R5s171,0,NA,NA,NA,NA,NA,
n-R5s172,0,NA,NA,NA,NA,NA,
n-R5s173,0.121665341,0.003982899,0.034866393,0.114233176,0.909052953,NA,
n-R5s174,0,NA,NA,NA,NA,NA,
n-R5s175,0,NA,NA,NA,NA,NA,
n-R5s176,0,NA,NA,NA,NA,NA,
n-R5s178,0,NA,NA,NA,NA,NA,
n-R5s179,0,NA,NA,NA,NA,NA,
n-R5s18,0,NA,NA,NA,NA,NA,
n-R5s180,0,NA,NA,NA,NA,NA,
n-R5s182,0,NA,NA,NA,NA,NA,
n-R5s183,0,NA,NA,NA,NA,NA,
n-R5s185,0,NA,NA,NA,NA,NA,
n-R5s187,0,NA,NA,NA,NA,NA,
n-R5s188,0,NA,NA,NA,NA,NA,
n-R5s189,0,NA,NA,NA,NA,NA,
n-R5s19,0,NA,NA,NA,NA,NA,
n-R5s191,0,NA,NA,NA,NA,NA,
n-R5s192,0,NA,NA,NA,NA,NA,
n-R5s193,0,NA,NA,NA,NA,NA,
n-R5s194,0,NA,NA,NA,NA,NA,
n-R5s195,0,NA,NA,NA,NA,NA,
n-R5s196,0,NA,NA,NA,NA,NA,
n-R5s197,0,NA,NA,NA,NA,NA,
n-R5s198,0,NA,NA,NA,NA,NA,
n-R5s2,0,NA,NA,NA,NA,NA,
n-R5s200,0,NA,NA,NA,NA,NA,
n-R5s201,0,NA,NA,NA,NA,NA,
n-R5s202,0,NA,NA,NA,NA,NA,
n-R5s204,0,NA,NA,NA,NA,NA,
n-R5s205,0,NA,NA,NA,NA,NA,
n-R5s207,0,NA,NA,NA,NA,NA,
n-R5s209,0,NA,NA,NA,NA,NA,
n-R5s21,0,NA,NA,NA,NA,NA,
n-R5s210,0,NA,NA,NA,NA,NA,
n-R5s211,0,NA,NA,NA,NA,NA,
n-R5s213,0.243330681,0.012200987,0.034866393,0.349935437,0.726387152,NA,
n-R5s214,0,NA,NA,NA,NA,NA,
n-R5s215,0,NA,NA,NA,NA,NA,
n-R5s216,0,NA,NA,NA,NA,NA,
n-R5s217,0,NA,NA,NA,NA,NA,
n-R5s218,0,NA,NA,NA,NA,NA,
n-R5s219,1.826922794,-0.009180803,0.065458894,-0.140252949,0.888460138,NA,
n-R5s220,0,NA,NA,NA,NA,NA,
n-R5s23,0,NA,NA,NA,NA,NA,
n-R5s24,0,NA,NA,NA,NA,NA,
n-R5s25,1.04158076,-0.014632549,0.050329214,-0.29073669,0.771252708,NA,
n-R5s26,0,NA,NA,NA,NA,NA,
n-R5s27,0,NA,NA,NA,NA,NA,
n-R5s28,0.364996022,0.01752537,0.034996046,0.500781445,0.616524946,NA,
n-R5s29,0,NA,NA,NA,NA,NA,
n-R5s3,0,NA,NA,NA,NA,NA,
n-R5s30,0,NA,NA,NA,NA,NA,
n-R5s31,0,NA,NA,NA,NA,NA,
n-R5s32,0,NA,NA,NA,NA,NA,
n-R5s33,0,NA,NA,NA,NA,NA,
n-R5s34,0,NA,NA,NA,NA,NA,
n-R5s36,0,NA,NA,NA,NA,NA,
n-R5s37,0,NA,NA,NA,NA,NA,
n-R5s39,2.072224475,0.059361066,0.074229088,0.799700866,0.423884131,NA,
n-R5s40,0,NA,NA,NA,NA,NA,
n-R5s41,1.730750488,0.085283008,0.064293025,1.326473722,0.184682834,NA,
n-R5s42,0,NA,NA,NA,NA,NA,
n-R5s43,0,NA,NA,NA,NA,NA,
n-R5s45,0,NA,NA,NA,NA,NA,
n-R5s46,0,NA,NA,NA,NA,NA,
n-R5s47,0,NA,NA,NA,NA,NA,
n-R5s48,0,NA,NA,NA,NA,NA,
n-R5s5,0,NA,NA,NA,NA,NA,
n-R5s50,0,NA,NA,NA,NA,NA,
n-R5s51,0,NA,NA,NA,NA,NA,
n-R5s52,0,NA,NA,NA,NA,NA,
n-R5s54,0,NA,NA,NA,NA,NA,
n-R5s56,0,NA,NA,NA,NA,NA,
n-R5s58,0,NA,NA,NA,NA,NA,
n-R5s6,0,NA,NA,NA,NA,NA,
n-R5s60,0,NA,NA,NA,NA,NA,
n-R5s61,0,NA,NA,NA,NA,NA,
n-R5s62,0,NA,NA,NA,NA,NA,
n-R5s63,0,NA,NA,NA,NA,NA,
n-R5s64,0,NA,NA,NA,NA,NA,
n-R5s65,0,NA,NA,NA,NA,NA,
n-R5s67,2.683963917,-0.055642772,0.077069017,-0.721986274,0.470302916,NA,
n-R5s68,0,NA,NA,NA,NA,NA,
n-R5s69,0,NA,NA,NA,NA,NA,
n-R5s7,0,NA,NA,NA,NA,NA,
n-R5s70,0,NA,NA,NA,NA,NA,
n-R5s71,0,NA,NA,NA,NA,NA,
n-R5s72,0,NA,NA,NA,NA,NA,
n-R5s73,0,NA,NA,NA,NA,NA,
n-R5s74,0,NA,NA,NA,NA,NA,
n-R5s76,0,NA,NA,NA,NA,NA,
n-R5s77,0,NA,NA,NA,NA,NA,
n-R5s79,0,NA,NA,NA,NA,NA,
n-R5s8,0,NA,NA,NA,NA,NA,
n-R5s80,0,NA,NA,NA,NA,NA,
n-R5s82,0,NA,NA,NA,NA,NA,
n-R5s84,0,NA,NA,NA,NA,NA,
n-R5s85,0,NA,NA,NA,NA,NA,
n-R5s86,0,NA,NA,NA,NA,NA,
n-R5s87,0.178483495,-0.012453277,0.034866393,-0.357171345,0.720963537,NA,
n-R5s88,0,NA,NA,NA,NA,NA,
n-R5s89,0,NA,NA,NA,NA,NA,
n-R5s9,0,NA,NA,NA,NA,NA,
n-R5s90,0,NA,NA,NA,NA,NA,
n-R5s92,0,NA,NA,NA,NA,NA,
n-R5s93,0,NA,NA,NA,NA,NA,
n-R5s94,0,NA,NA,NA,NA,NA,
n-R5s95,0,NA,NA,NA,NA,NA,
n-R5s96,0.165413113,-0.012453277,0.034866393,-0.357171345,0.720963537,NA,
n-R5s97,0,NA,NA,NA,NA,NA,
n-R5s98,0,NA,NA,NA,NA,NA,
n-TSaga9,2.372090781,0.02579216,0.083346092,0.309458547,0.75697274,NA,
n-TStga1,0,NA,NA,NA,NA,NA,
N4bp3,1.592776348,-0.05355461,0.060105491,-0.891010272,0.37292366,NA,
Naa11,0,NA,NA,NA,NA,NA,
Naaladl1,10.03336201,0.067299014,0.150023078,0.44859108,0.653726669,NA,
Nags,0,NA,NA,NA,NA,NA,
Naip2,0.525075519,-0.020671364,0.034866393,-0.592873605,0.553265744,NA,
Nanog,5.28586824,-0.04011079,0.123531083,-0.324702006,0.745406616,NA,
Nanog-ps1,0,NA,NA,NA,NA,NA,
Nanog-ps2,0,NA,NA,NA,NA,NA,
Nars2,6.712146957,0.17388555,0.130479905,1.332661528,0.182642904,NA,
Nat1,7.064705494,-0.032827207,0.136539198,-0.240423315,0.810002105,NA,
Nat3,1.501346512,-0.0014778,0.063357671,-0.023324723,0.981391251,NA,
Nat8,0.819437892,0.034762095,0.04162905,0.835044156,0.403692847,NA,
Nat8b-ps,0.595314289,0.005439491,0.035876406,0.15161749,0.879488638,NA,
Nbn,0,NA,NA,NA,NA,NA,
Nccrp1,9.957912224,0.077752181,0.140659645,0.552768219,0.580422133,NA,
Nceh1,0.930593612,0.022404544,0.048853467,0.458607053,0.646516371,NA,
Ncr1,1.081975652,0.029816709,0.052287829,0.570241875,0.568513658,NA,
Ncr3-ps,0.441021254,-0.020671364,0.034866393,-0.592873605,0.553265744,NA,
Nctc1,5.545866305,0.044442875,0.099810065,0.44527448,0.656121408,NA,
Ndrg3,10.41192354,-0.017678892,0.150431978,-0.117520834,0.906447335,NA,
Ndufa4l2,6.114406695,-0.05936607,0.109664516,-0.541342565,0.588271487,NA,
Ndufab1-ps,1.209427455,-0.0337874,0.052859936,-0.639187303,0.522701091,NA,
Necab1,0.976471739,-0.04154665,0.044293199,-0.937991634,0.34824871,NA,
Negr1,3.782041139,-0.022756622,0.1062166,-0.214247324,0.830354194,NA,
Neil3,3.543920483,0.068967567,0.089692326,0.768934981,0.44193191,NA,
Nek10,4.14868235,0.04500568,0.096541004,0.466182012,0.641085224,NA,
Nek11,5.149118243,0.057136849,0.109770614,0.520511332,0.602707232,NA,
Nell1os,0,NA,NA,NA,NA,NA,
Nepn,0,NA,NA,NA,NA,NA,
Nepro,1.133617801,0.027209134,0.058965678,0.461440196,0.644482818,NA,
Nespas,2.213076198,0.021573796,0.080963797,0.266462257,0.789883224,NA,
Neurod2,9.995074891,0.001099017,0.14053862,0.007820035,0.993760578,NA,
Neurod4,2.422362148,0.075249924,0.078057126,0.964036577,0.335027588,NA,
Neurod6,4.662412621,0.081832493,0.099283627,0.824229487,0.409809176,NA,
Neurog1,3.580809644,-0.028495001,0.089879457,-0.317035754,0.751216473,NA,
Neurog2,5.671706938,0.06808084,0.122066932,0.557733685,0.577026252,NA,
Nfe2l3,10.05632186,-0.045492522,0.144766769,-0.314246995,0.753333453,NA,
Nfkbib,0,NA,NA,NA,NA,NA,
Ngef,3.703370336,0.053301272,0.083931787,0.635054652,0.525392772,NA,
Nhlrc4,0.604021482,-0.003615933,0.036466066,-0.099158858,0.92101214,NA,
Nifk,0,NA,NA,NA,NA,NA,
Ninj2,7.071558401,0.080589324,0.112433669,0.716772164,0.47351469,NA,
Nipsnap3a,0,NA,NA,NA,NA,NA,
Nkapl,7.859812037,0.042074233,0.140040324,0.300443696,0.763838738,NA,
Nkd2,4.158477042,-0.057210253,0.105807836,-0.540699581,0.588714667,NA,
Nkg7,7.045074244,-0.059118922,0.137930751,-0.428613064,0.668204837,NA,
Nkx1-1,0.428926024,-0.004235189,0.034866393,-0.121469084,0.903319501,NA,
Nkx1-2,1.449846004,0.018160655,0.055002664,0.330177736,0.741265668,NA,
Nkx2-1,1.815473178,-0.003709754,0.064309927,-0.057685552,0.953999103,NA,
Nkx2-2os,3.579463562,-0.152667722,0.105310354,-1.44969338,0.147144042,NA,
Nkx2-4,0.121665341,0.003982899,0.034866393,0.114233176,0.909052953,NA,
Nkx2-5,0,NA,NA,NA,NA,NA,
Nkx2-6,0,NA,NA,NA,NA,NA,
Nkx2-9,5.352315497,-0.026275614,0.125431868,-0.209481166,0.834072636,NA,
Nkx3-1,3.285707168,-0.009121233,0.091670473,-0.09950023,0.920741105,NA,
Nkx3-2,0.742569414,0.031478264,0.039969884,0.787549562,0.430960227,NA,
Nkx6-3,3.229808174,-0.012586724,0.077114295,-0.163221671,0.870343904,NA,
Nlk-ps1,0,NA,NA,NA,NA,NA,
Nlrc4,8.376376384,-0.05070512,0.143328101,-0.353769568,0.723511582,NA,
Nlrp10,6.877814058,0.057682271,0.132417696,0.435608477,0.663120819,NA,
Nlrp12,7.562350772,-0.067286608,0.133621543,-0.503561075,0.614569852,NA,
Nlrp14,0,NA,NA,NA,NA,NA,
Nlrp1a,1.425001476,0.050224674,0.057358863,0.875621864,0.381235635,NA,
Nlrp1b,3.604129691,0.027336449,0.080522465,0.339488473,0.734241779,NA,
Nlrp1c-ps,0.525075519,-0.020671364,0.034866393,-0.592873605,0.553265744,NA,
Nlrp2,0,NA,NA,NA,NA,NA,
Nlrp3,8.970766874,-0.014320385,0.137921881,-0.103829682,0.917304511,NA,
Nlrp4a,0.121665341,0.003982899,0.034866393,0.114233176,0.909052953,NA,
Nlrp4b,0,NA,NA,NA,NA,NA,
Nlrp4c,0,NA,NA,NA,NA,NA,
Nlrp4e,0,NA,NA,NA,NA,NA,
Nlrp4f,5.259353293,0.077716562,0.120460084,0.645164434,0.518820631,NA,
Nlrp5,1.953205314,-0.106388523,0.074638905,-1.425376259,0.154048467,NA,
Nlrp5-ps,6.918871141,0.021777017,0.125477305,0.17355343,0.862216434,NA,
Nlrp9a,0,NA,NA,NA,NA,NA,
Nlrp9b,1.74913029,0.048309197,0.066971568,0.721338899,0.470701029,NA,
Nlrp9c,0.165413113,-0.012453277,0.034866393,-0.357171345,0.720963537,NA,
Nmbr,2.496111039,0.02798892,0.077238989,0.362367767,0.717077223,NA,
Nme8,4.670605735,0.007719356,0.099598495,0.077504748,0.938222014,NA,
Nme9,1.955468579,0.048465632,0.078516205,0.617269162,0.537057204,NA,
Nmnat2,8.449282781,-0.081712477,0.111915111,-0.730129079,0.465311288,NA,
Nmrk2,6.941565899,0.06221519,0.128387101,0.484590662,0.627966739,NA,
Nms,6.022941846,0.033589169,0.120694495,0.278299098,0.780782769,NA,
Nmt2,10.96432593,-0.088751658,0.126219596,-0.703152764,0.481960553,NA,
Nmur2,3.004121269,0.117342966,0.081473775,1.440254436,0.149795427,NA,
Nnmt,7.008200799,-0.090805117,0.078019099,-1.16388317,0.244471361,NA,
Nnt,5.464490123,0.13077447,0.111285192,1.175129122,0.239943061,NA,
Nobox,0.166388265,0.003982899,0.034866393,0.114233176,0.909052953,NA,
Nodal,3.38734288,-0.007063711,0.103385222,-0.068324187,0.945527571,NA,
Nop14,1.944753114,0.03321767,0.064506464,0.514951031,0.60658724,NA,
Nop2,0.330826226,-0.020671364,0.034866393,-0.592873605,0.553265744,NA,
Nos2,11.76877805,-0.031060116,0.150557042,-0.206301317,0.83655555,NA,
Noto,1.000832382,0.054963364,0.052210255,1.052731191,0.292464209,NA,
Notumos,7.973398223,0.124298613,0.126817461,0.980138007,0.327018,NA,
Nox1,0.121665341,0.003982899,0.034866393,0.114233176,0.909052953,NA,
Nox3,0.661652451,-0.026470584,0.0356418,-0.742683703,0.457673199,NA,
Noxa1,1.083466628,-0.031280675,0.051886826,-0.602863529,0.54659948,NA,
Npbwr1,0.262537759,-0.012453277,0.034866393,-0.357171345,0.720963537,NA,
Npc1l1,7.924535441,0.012158686,0.130724735,0.093009836,0.925895747,NA,
Npcd,0,NA,NA,NA,NA,NA,
Nphp3,1.579888998,-0.010350433,0.070640474,-0.146522698,0.883508773,NA,
Nphs1,4.61918317,-0.107407215,0.09753133,-1.101258586,0.27078413,NA,
Nphs1os,0,NA,NA,NA,NA,NA,
Nphs2,7.101378187,0.136296569,0.125711977,1.084197167,0.278277387,NA,
Npm3-ps1,0.262537759,-0.012453277,0.034866393,-0.357171345,0.720963537,NA,
Npn2,0.178483495,-0.012453277,0.034866393,-0.357171345,0.720963537,NA,
Nps,8.950595517,-0.022744447,0.138233613,-0.164536298,0.869308975,NA,
Npsr1,0,NA,NA,NA,NA,NA,
Npvf,0,NA,NA,NA,NA,NA,
Npw,5.810656838,0.114487619,0.107295536,1.067030597,0.28595802,NA,
Npy4r,6.307250193,0.027042098,0.123768744,0.218488911,0.827048197,NA,
Npy5r,9.620704621,0.074622514,0.125171268,0.596163286,0.551066149,NA,
Nr0b1,1.491559943,0.023314267,0.064492676,0.361502548,0.717723801,NA,
Nr1h2-ps,0,NA,NA,NA,NA,NA,
Nr1h4,0.945525899,0.016908606,0.042440541,0.398406948,0.690330237,NA,
Nr1h5,0.262537759,-0.012453277,0.034866393,-0.357171345,0.720963537,NA,
Nr1i2,2.781735789,0.035011873,0.075087863,0.466278725,0.641016005,NA,
Nr2e1,0,NA,NA,NA,NA,NA,
Nr2e3,1.727794601,-0.024082274,0.066370069,-0.362848403,0.716718132,NA,
Nr5a1,0.727637126,0.041544893,0.046058903,0.901994851,0.367059603,NA,
Nr5a1os,0,NA,NA,NA,NA,NA,
Nr5a2,2.455462159,0.075135079,0.078201969,0.960782446,0.336661566,NA,
Nr6a1os,0.888351277,0.008783917,0.047866332,0.183509288,0.854398432,NA,
Nradd,6.626628918,-0.081805325,0.121880021,-0.671195532,0.502095974,NA,
Nrap,7.178828448,0.155223628,0.10568189,1.46878172,0.141892004,NA,
Nras-ps2,0,NA,NA,NA,NA,NA,
Nrbf2,2.086091703,0.00755836,0.065792839,0.114881192,0.908539293,NA,
Nrg3os,0.691463784,-0.012362152,0.037677454,-0.328104754,0.74283246,NA,
Nrgn,1.07090097,-0.03186841,0.039053031,-0.816029118,0.414483482,NA,
Nrm,0,NA,NA,NA,NA,NA,
Nron,0.505868441,0.002201439,0.035029145,0.062845917,0.949889202,NA,
Nrsn1,0,NA,NA,NA,NA,NA,
Nsa2-ps2,0,NA,NA,NA,NA,NA,
Nsf,11.84900901,-0.016650947,0.149963402,-0.111033403,0.911589859,NA,
Nsmce1,9.477221735,0.05891293,0.12881729,0.457337134,0.647428743,NA,
Nt5c1a,1.725103911,-0.039524783,0.066041542,-0.598483657,0.549517261,NA,
Nt5c1b,2.337593058,0.088393901,0.081198797,1.088610963,0.27632548,NA,
Ntf5,3.255558173,0.019336887,0.088347343,0.218873444,0.826748633,NA,
Nuak1,0,NA,NA,NA,NA,NA,
Nubpl,2.865759623,-0.029305246,0.09359709,-0.313099967,0.754204714,NA,
Nucb2,11.2887362,0.056916059,0.150460873,0.378278142,0.705223981,NA,
Nudt12os,0.262537759,-0.012453277,0.034866393,-0.357171345,0.720963537,NA,
Nufip2,0.535450485,-0.025843275,0.035269137,-0.732744747,0.463714127,NA,
Nuggc,5.604693869,-0.01739045,0.126791596,-0.137157753,0.890906103,NA,
Nup210l,7.660654437,-0.008552894,0.142382718,-0.060069747,0.952100084,NA,
Nup54,9.229328487,0.140107612,0.136374328,1.027375271,0.304243791,NA,
Nup62,143.976205,0.026964261,0.051953585,0.519006756,NA,NA,
Nup62cl,0.505868441,0.002201439,0.035029145,0.062845917,0.949889202,NA,
Nus1,0,NA,NA,NA,NA,NA,
Nutf2-ps2,0,NA,NA,NA,NA,NA,
Nutm1,5.624723498,-0.012723721,0.122680169,-0.103714569,0.917395865,NA,
Nutm2,0,NA,NA,NA,NA,NA,
Nxf2,2.316852001,0.010107207,0.081808345,0.123547387,0.901673652,NA,
Nxf3,0.262537759,-0.012453277,0.034866393,-0.357171345,0.720963537,NA,
Nxf7,0.697772552,0.029686419,0.039117461,0.758904546,0.447909659,NA,
Nxnl1,6.004121522,0.063890963,0.125242606,0.510137606,0.609955061,NA,
Nxpe1-ps,0.262537759,-0.012453277,0.034866393,-0.357171345,0.720963537,NA,
Nxph2,6.300512863,0.164199866,0.124951435,1.314109485,0.188809363,NA,
Oas1d,0.535450485,-0.025843275,0.035269137,-0.732744747,0.463714127,NA,
Oas1e,2.266737493,-0.000124758,0.07804616,-0.001598511,0.998724574,NA,
Oas1f,0.136597628,0.003982899,0.034866393,0.114233176,0.909052953,NA,
Oas1g,6.531663024,-0.079813802,0.105157075,-0.75899603,0.447854932,NA,
Oas1h,0,NA,NA,NA,NA,NA,
Oasl1,10.3899792,-0.003240821,0.037944664,-0.08540913,0.931936135,NA,
Oat-rs1,0,NA,NA,NA,NA,NA,
Oaz2-ps,0.178483495,-0.012453277,0.034866393,-0.357171345,0.720963537,NA,
Obox1,0,NA,NA,NA,NA,NA,
Obox2,0,NA,NA,NA,NA,NA,
Obox3-ps1,0,NA,NA,NA,NA,NA,
Obox3-ps2,0,NA,NA,NA,NA,NA,
Obox3-ps3,0,NA,NA,NA,NA,NA,
Obox3-ps4,0,NA,NA,NA,NA,NA,
Obox3-ps5,0,NA,NA,NA,NA,NA,
Obox3-ps6,0,NA,NA,NA,NA,NA,
Obox3-ps7,0,NA,NA,NA,NA,NA,
Obox3-ps8,0,NA,NA,NA,NA,NA,
Obox4-ps1,0,NA,NA,NA,NA,NA,
Obox4-ps10,0.364996022,0.01752537,0.034996046,0.500781445,0.616524946,NA,
Obox4-ps11,0,NA,NA,NA,NA,NA,
Obox4-ps12,0,NA,NA,NA,NA,NA,
Obox4-ps13,0,NA,NA,NA,NA,NA,
Obox4-ps14,0.136597628,0.003982899,0.034866393,0.114233176,0.909052953,NA,
Obox4-ps15,0,NA,NA,NA,NA,NA,
Obox4-ps16,0,NA,NA,NA,NA,NA,
Obox4-ps17,0,NA,NA,NA,NA,NA,
Obox4-ps18,0,NA,NA,NA,NA,NA,
Obox4-ps19,0,NA,NA,NA,NA,NA,
Obox4-ps2,0,NA,NA,NA,NA,NA,
Obox4-ps22,0,NA,NA,NA,NA,NA,
Obox4-ps23,0,NA,NA,NA,NA,NA,
Obox4-ps24,0.451678751,0.003347372,0.035066741,0.095457186,0.923951696,NA,
Obox4-ps25,0,NA,NA,NA,NA,NA,
Obox4-ps26,0,NA,NA,NA,NA,NA,
Obox4-ps27,0,NA,NA,NA,NA,NA,
Obox4-ps28,0,NA,NA,NA,NA,NA,
Obox4-ps29,0,NA,NA,NA,NA,NA,
Obox4-ps3,0,NA,NA,NA,NA,NA,
Obox4-ps30,0,NA,NA,NA,NA,NA,
Obox4-ps31,0,NA,NA,NA,NA,NA,
Obox4-ps32,0.690488632,-0.030409382,0.038154039,-0.797016054,0.425441708,NA,
Obox4-ps33,0,NA,NA,NA,NA,NA,
Obox4-ps34,0.121665341,0.003982899,0.034866393,0.114233176,0.909052953,NA,
Obox4-ps36,0,NA,NA,NA,NA,NA,
Obox4-ps37,0,NA,NA,NA,NA,NA,
Obox4-ps38,0,NA,NA,NA,NA,NA,
Obox4-ps39,0,NA,NA,NA,NA,NA,
Obox4-ps4,0,NA,NA,NA,NA,NA,
Obox4-ps5,0,NA,NA,NA,NA,NA,
Obox4-ps6,0,NA,NA,NA,NA,NA,
Obox4-ps7,0.288053606,0.012200987,0.034866393,0.349935437,0.726387152,NA,
Obox4-ps8,0,NA,NA,NA,NA,NA,
Obox4-ps9,0,NA,NA,NA,NA,NA,
Obox5,0,NA,NA,NA,NA,NA,
Obox6,0,NA,NA,NA,NA,NA,
Obox6-ps1,0,NA,NA,NA,NA,NA,
Obox7,0.262537759,-0.012453277,0.034866393,-0.357171345,0.720963537,NA,
Obox8,6.162032635,0.150674438,0.130648607,1.153280092,0.248795439,NA,
Obp1a,0,NA,NA,NA,NA,NA,
Obp1b,0,NA,NA,NA,NA,NA,
Obp2a,1.37948704,-0.002305458,0.047031122,-0.049019836,0.960903488,NA,
Obp2b,1.668814297,0.092443383,0.066923813,1.381322713,0.167179758,NA,
