GeneID,BaseMean,log2(FC),StdErr,WaldStats,Pval,AdjP
Zbtb38,373.2414496,-0.430004116,0.243584615,-1.76531722,0.077510467,0.20004558
Mrpl23,747.4593404,0.273878659,0.155171736,1.76500352,0.077563174,0.200149298
Ywhaq,23508.91378,-0.147885052,0.0838042,-1.764649645,0.077622666,0.200270488
Commd5,433.3875033,0.233026655,0.132060401,1.764546022,0.077640094,0.200283128
Irak2,161.4285623,0.297452139,0.168607998,1.764163872,0.077704393,0.200416656
Plekha5,1310.189878,-0.285946092,0.162101458,-1.763994578,0.077732892,0.200425486
Slc35e2,665.6827846,-0.154992467,0.087861113,-1.764062188,0.07772151,0.200425486
Tnfsf15,249.3450268,0.483699586,0.274231603,1.763836045,0.077759587,0.200461983
Kdm1a,1325.962437,-0.179796938,0.101947517,-1.763622523,0.077795553,0.200522366
Pomt1,382.8106188,-0.203442685,0.115411038,-1.762766279,0.077939917,0.200845641
Unc93b1,21.14265535,0.504836644,0.286394824,1.762729634,0.0779461,0.200845641
4930556M19Rik,1.762583015,-0.450309637,0.255492698,-1.762514705,0.077982374,0.200885143
Anxa7,4787.760271,0.183454125,0.10409244,1.762415453,0.07799913,0.200885143
Ilf3,1765.203432,-0.181943872,0.103235304,-1.762419113,0.077998512,0.200885143
Hnrnpd,1764.721163,0.147443583,0.083685659,1.761873969,0.078090594,0.20108831
Hnrnpr,1530.686556,0.139838423,0.079375423,1.761734528,0.078114161,0.201116602
Actl6b,1867.317526,0.167677641,0.095201008,1.761301099,0.078187454,0.201240483
Tmem131,1126.992219,-0.320314916,0.181856182,-1.761363909,0.078176829,0.201240483
Bex2,7499.980192,0.250051309,0.142011051,1.760787682,0.078274346,0.201431695
Htr6,7.135403181,0.567395871,0.322311265,1.760397267,0.078340472,0.201569417
Fcho2,317.2498929,0.327368314,0.186007638,1.759972428,0.078412482,0.201608319
Kcnh7,393.6804069,-0.463678864,0.263463472,-1.759936056,0.078418649,0.201608319
Slc35f6,1187.991612,-0.172857476,0.098205165,-1.760166845,0.078379522,0.201608319
Zcrb1,941.3542039,0.281506262,0.159939671,1.76007779,0.078394618,0.201608319
Zfp703,426.6561836,-0.290550776,0.16508675,-1.759988461,0.078409763,0.201608319
Ddx39b,3278.791474,0.154851259,0.087993856,1.759796268,0.078442356,0.20163684
C1ql2,2.330379287,-0.486380998,0.27641902,-1.759578622,0.078479279,0.201699317
Pcdhgb6,305.0587701,-0.334130496,0.189961101,-1.758941668,0.078587417,0.201912318
Pi4k2a,3299.877644,-0.172471513,0.098053646,-1.758950541,0.07858591,0.201912318
Cldn3,3.749240592,0.502047117,0.28546733,1.758685019,0.078631023,0.201991891
Ccnk,533.9515517,-0.22732424,0.129291122,-1.758235497,0.078707448,0.202155729
Dip2a,1516.513286,-0.24964411,0.142009727,-1.7579367,0.07875828,0.202221309
Gnb3,9.906896936,0.558596654,0.317754472,1.757950567,0.078755921,0.202221309
Mfsd9,452.6512732,-0.206818588,0.11767366,-1.75756059,0.078822304,0.202353196
Col4a3,8.174591984,0.562085218,0.319830192,1.757448898,0.078841325,0.202369528
Psmb2,2658.052841,0.189840554,0.108041373,1.757109795,0.078899096,0.202485304
Pam,2630.494413,0.294755298,0.167768181,1.756920153,0.07893142,0.202535743
Hgs,3675.041011,-0.12954879,0.073767631,-1.756173929,0.079058715,0.202829821
LOC432842,363.2391844,-0.239274949,0.136255937,-1.756069895,0.079076475,0.202842831
Avpr1a,4.534868786,0.527497995,0.300413446,1.755906743,0.079104333,0.202881738
Ncor2,2903.526359,0.418417335,0.238309771,1.755770789,0.079127554,0.202908739
Smpd3,4148.069395,-0.290803351,0.165638377,-1.75565202,0.079147844,0.202928217
Pafah2,638.730448,-0.152020251,0.086600027,-1.755429602,0.079185852,0.202963511
Thra,9409.254045,-0.224227776,0.127734336,-1.755422875,0.079187002,0.202963511
Jph1,219.1249079,-0.278273912,0.158547359,-1.755146936,0.079234178,0.20305187
Bbs10,157.8189392,0.248766109,0.141755667,1.754893566,0.079277515,0.203097813
Tmem156,4.619802402,-0.572091653,0.325984207,-1.754967388,0.079264886,0.203097813
Kdm6b,656.1973986,-0.35305514,0.20120012,-1.754746172,0.079302735,0.203129869
Cep120,2856.255385,-0.190022057,0.108324972,-1.754185156,0.079398786,0.203278186
Rreb1,8.679027507,-0.564738178,0.321917428,-1.754295137,0.079379949,0.203278186
Stard6,44.20119843,0.414449594,0.236259539,1.754213172,0.079393987,0.203278186
Ap3b1,1514.605143,-0.253443375,0.144493043,-1.754017839,0.079427451,0.203319011
Pnpla8,1962.527159,-0.147872503,0.08433456,-1.753403375,0.079532792,0.20355607
B230110C06Rik,70.11373688,0.429633618,0.245049245,1.753254201,0.079558383,0.203556388
Fam92a,929.9665438,0.285753135,0.16298214,1.753278825,0.079554158,0.203556388
Hoxc11,12.02521709,0.570634984,0.325559222,1.752783967,0.079639096,0.203730292
Hist1h4i,41.46758969,0.411985599,0.235077099,1.752555227,0.079678382,0.203798179
Eprs,10619.93322,-0.252797146,0.144295285,-1.751943211,0.079783573,0.204034587
Itpripl2,113.3211415,0.387664802,0.221323127,1.751578373,0.079846334,0.204162427
Chmp6,889.6165831,0.175009589,0.099960534,1.750786855,0.079982632,0.204386082
Lcor,286.678103,-0.290707501,0.166045186,-1.750773432,0.079984945,0.204386082
Pgk1,20807.95138,-0.250340151,0.142979062,-1.750886786,0.079965413,0.204386082
Prr36,278.5717223,0.322150056,0.184000663,1.750809217,0.079978778,0.204386082
Nkd1,126.2670327,-0.410768878,0.234665312,-1.750445662,0.080041443,0.204472999
Zfp146,880.7708731,0.197930563,0.113075544,1.750427694,0.080044541,0.204472999
Atp5mpl,4050.927401,0.338324474,0.193291354,1.750334233,0.080060657,0.204481493
Bpgm,1326.997717,-0.26281732,0.150189732,-1.749902055,0.080135216,0.204639227
Fes,4.381591696,-0.560222787,0.320169395,-1.749769953,0.080158017,0.204664761
Kpna6,2023.065628,-0.227620533,0.13012299,-1.749272237,0.080243973,0.204851509
Pcdhga10,281.6642773,-0.307979005,0.176078286,-1.749102701,0.080273268,0.204893576
Ankrd54,205.5162203,0.207321653,0.118538301,1.748984518,0.080293696,0.204912998
Tradd,384.7876856,0.220125544,0.125908128,1.748302881,0.080411595,0.205181126
Bloc1s2,1525.818992,0.27303447,0.156215761,1.747803605,0.080498041,0.205308309
Gucy1a2,1078.406588,-0.338041634,0.19339488,-1.747934766,0.080475324,0.205308309
Rpl7a,8017.656318,0.242334302,0.138651644,1.747792482,0.080499968,0.205308309
Chp2,4.579391765,0.532096523,0.304482843,1.747541889,0.080543385,0.205353518
Mvk,2114.874442,0.22574552,0.129174014,1.747607837,0.080531957,0.205353518
Emb,13249.45919,-0.120627645,0.069044436,-1.747101601,0.080619716,0.205449829
Iqsec3,1161.694779,-0.398085052,0.227848656,-1.747146804,0.080611876,0.205449829
Timm13,2167.930904,0.318358032,0.18222016,1.747106536,0.08061886,0.205449829
Crlf2,535.7169387,0.331801793,0.189973116,1.746572356,0.080711546,0.205651063
1700030J22Rik,131.0441129,-0.29047792,0.166320657,-1.746493343,0.080725263,0.205653235
Btbd10,1385.551919,0.121447421,0.069544755,1.746320359,0.0807553,0.205696977
Srm,2173.012616,-0.195355895,0.111880713,-1.746108782,0.080792051,0.205757803
Atad5,75.62418113,-0.368475421,0.211063203,-1.745806074,0.080844655,0.205858977
Plin4,5.120982885,-0.564861863,0.323571547,-1.74570931,0.080861477,0.205869018
Lmln,487.4705817,-0.407659902,0.233592696,-1.745174011,0.080954584,0.206073245
Jaml,5.937822395,0.571220472,0.327339862,1.745037923,0.080978268,0.206100715
Amh,10.76009715,-0.559827972,0.320853022,-1.744811283,0.081017724,0.206168312
Gbf1,2674.962838,-0.280965195,0.161059073,-1.744485367,0.081074491,0.206279932
4930435F18Rik,90.31309818,-0.400518972,0.229626033,-1.74422284,0.08112024,0.206330654
Gm28453,3.332517434,-0.53285798,0.305495943,-1.744239137,0.081117399,0.206330654
Aph1b,903.5542978,0.264165194,0.151458073,1.744147326,0.081133404,0.206331306
Ago2,2838.493802,-0.530037553,0.303953328,-1.743812304,0.081191824,0.206381381
Tmub1,489.8474517,0.197103022,0.113021068,1.74394939,0.081167915,0.206381381
Zfp981,16.97048615,0.525827112,0.301537193,1.743821737,0.081190179,0.206381381
Amer3,1040.597552,-0.216425866,0.124139067,-1.743414631,0.081261214,0.206524924
Fmnl1,1744.498168,-0.210390322,0.120683334,-1.743325407,0.08127679,0.206531674
Hax1,1659.298291,0.248245253,0.142414486,1.743117995,0.081313006,0.206590863
Rgs9bp,15.64312366,-0.534784249,0.306821486,-1.742981744,0.081336804,0.206618488
Acvr2b,101.7140609,0.431397886,0.247577916,1.742473209,0.081425675,0.206811383
Zkscan3,445.0647405,0.2220824,0.127460625,1.742360828,0.081445326,0.206828432
Ppp1r12b,1684.38553,-0.328210644,0.188506629,-1.741109296,0.081664422,0.207351883
Cma1,2.001174801,0.482764341,0.277310964,1.740877227,0.081705101,0.207422225
Gspt1,3608.977354,-0.128527544,0.073854016,-1.740291866,0.081807782,0.20764992
Cd8a,6.110984846,0.567234948,0.325975306,1.740116311,0.081838597,0.207662192
Srrm4os,25.34220068,-0.542870832,0.311966583,-1.740156993,0.081831455,0.207662192
Tmem39a,81.60179445,0.310908516,0.178741478,1.739431272,0.081958931,0.207934531
Armc8,2294.419243,0.126454376,0.072708469,1.739197342,0.082000057,0.208005857
Kdsr,1018.044962,-0.1242099,0.071424144,-1.739046389,0.082026603,0.208040184
Hmcn2,85.55663597,-0.341153646,0.196182532,-1.73896036,0.082041736,0.208045347
Htra1,356.7932028,0.383442014,0.220510043,1.738886853,0.082054667,0.208045347
Eef1a2,16215.14765,-0.242956188,0.139739969,-1.738630613,0.082099758,0.208126663
Zdhhc23,58.43789781,0.44187508,0.254196768,1.738319034,0.082154614,0.208232704
Ube4b,3728.845299,-0.204240268,0.117516849,-1.737965841,0.082216833,0.20835737
Ppil2,1406.076981,0.148109708,0.085230908,1.737746465,0.082255497,0.208422314
Zfp740,751.687149,0.12936436,0.074455601,1.737469832,0.082304274,0.208512858
Lman1,834.335491,-0.201530332,0.115999094,-1.737344014,0.082326467,0.208536033
Dpp3,3815.48126,0.135666584,0.078094769,1.737204495,0.082351082,0.208539266
Ndufa10,5180.834074,-0.217302663,0.125088678,-1.737188899,0.082353834,0.208539266
Angptl4,21.29172329,0.500293387,0.288057053,1.736785758,0.082424994,0.208686404
Fcor,56.7226505,0.401318556,0.231121256,1.736398301,0.082493433,0.20876049
Qrich1,1965.388594,-0.114224711,0.065782333,-1.736404082,0.082492411,0.20876049
Ufc1,2895.816856,0.291994421,0.168157216,1.736437057,0.082486585,0.20876049
Cux2,55.99686155,-0.416993876,0.240168429,-1.736255996,0.08251858,0.208791077
Appbp2,953.7291464,-0.373716869,0.215310058,-1.735714872,0.082614263,0.208972761
Birc6,3726.808925,-0.35809111,0.206309089,-1.735702054,0.08261653,0.208972761
Ldb1,1530.247514,0.12204462,0.070351167,1.7347917,0.082777707,0.209347322
Foxk2,2806.581117,-0.212518697,0.12251292,-1.73466356,0.082800414,0.209371626
Plod2,230.2038417,-0.25560469,0.147376658,-1.734363458,0.082853614,0.209473016
Atxn7l1,422.6529547,0.194745021,0.112291262,1.734284736,0.082867574,0.209475181
Ppp2r5d,2434.76469,-0.194484991,0.112158969,-1.734011932,0.082915966,0.209520683
Rfx3,134.6752638,-0.331254957,0.19103336,-1.734016283,0.082915194,0.209520683
Slc25a26,303.9930224,0.269832669,0.155616288,1.733961613,0.082924894,0.209520683
Htr3a,2801.944339,-0.539976921,0.311466736,-1.73365839,0.082978714,0.209623533
Chd9,1566.575602,-0.325701738,0.187889163,-1.733478039,0.083010738,0.209638175
Shkbp1,292.0301261,0.203545544,0.117420291,1.733478456,0.083010663,0.209638175
BC005561,196.649049,-0.465247522,0.26840789,-1.733360078,0.083031689,0.209657965
Gnptab,2982.240218,-0.208403879,0.120246155,-1.733143802,0.083070113,0.209721861
Nudt22,188.7049768,0.280844994,0.162054737,1.733025518,0.083091133,0.209741806
Mrpl40,940.3772247,0.180231191,0.10403458,1.732416186,0.083199488,0.209979669
Tpgs2,2042.842319,0.171997975,0.099286046,1.732347916,0.083211635,0.209979669
Myo7a,519.7469523,0.281271684,0.162378919,1.732193357,0.083239141,0.210015927
Nadk2,232.0465385,-0.246538528,0.142353203,-1.731879034,0.083295102,0.210123956
Csk,2597.720648,-0.190452933,0.110009365,-1.731242913,0.083408449,0.210343502
Tmed8,4327.575175,-0.176664776,0.102042141,-1.731292336,0.083399638,0.210343502
Pgm2,2534.01918,-0.154250652,0.089105527,-1.731100831,0.083433782,0.210374202
Gas2,331.0783641,0.198884159,0.114906043,1.730841605,0.083480019,0.210457591
Zbtb1,412.3451644,0.231628599,0.133847293,1.730543772,0.083533168,0.210558376
Nudt8,280.7438638,0.265217913,0.153283295,1.730246685,0.083586211,0.210658862
Cyp3a41a,1.839846313,0.435786505,0.251886428,1.730091248,0.083613974,0.210680753
Nup85,554.0286453,0.180985386,0.104612777,1.730050492,0.083621255,0.210680753
6430411K18Rik,40.01086323,0.491999676,0.284532177,1.729153029,0.08378171,0.21100006
Matr3,6283.625466,0.202465587,0.117096642,1.729046913,0.083800699,0.21100006
Tmem185b,244.4481339,0.201071996,0.116290687,1.729046423,0.083800787,0.21100006
Xpnpep3,624.8994586,-0.180338173,0.104299086,-1.729048452,0.083800424,0.21100006
Gm6787,5.013974049,0.565884012,0.327366001,1.728597379,0.083881179,0.211169217
Osbpl5,1319.6697,-0.189730672,0.109777013,-1.728327876,0.083929458,0.211257489
Il11ra1,104.4459688,0.309075064,0.178865209,1.727977541,0.083992251,0.211378162
Tmem150b,6.384069181,-0.565441573,0.327246589,-1.727876138,0.084010433,0.211378162
Uxs1,1903.564038,-0.188229372,0.108939176,-1.727839142,0.084017068,0.211378162
Gda,155.6286671,0.43349743,0.250917178,1.727651465,0.08405073,0.211429578
Ndufs6,1505.672376,0.333677569,0.193161174,1.727456726,0.084085671,0.211484193
Gm45929,2.323406994,-0.326643995,0.189142672,-1.726971453,0.084172791,0.211670006
Nup214,1056.706874,-0.295862091,0.171344314,-1.726710877,0.084219601,0.211754411
9430038I01Rik,63.90629078,0.347639417,0.201467264,1.725537985,0.084430564,0.212251455
Adcy5,2072.146266,0.307568982,0.17827428,1.725257178,0.084481135,0.212345193
Aurka,96.74081617,0.338983081,0.196496685,1.725133843,0.084503355,0.212367651
Nr3c2,174.0173947,0.270287272,0.156695675,1.724918525,0.084542156,0.212381162
Nxph1,7.212579386,-0.561113272,0.325296475,-1.724928838,0.084540298,0.212381162
Swi5,6203.843045,0.2144275,0.12431424,1.724882848,0.084548587,0.212381162
Stx4a,1111.573819,0.190455497,0.110430649,1.724661564,0.084588482,0.212447992
Dph3,789.9287368,0.171862026,0.099700854,1.72377687,0.084748132,0.212815525
Majin,3.0595688,0.531664671,0.308528165,1.723228971,0.084847127,0.213030653
Dgcr2,2819.66408,-0.183908606,0.106752001,-1.722764956,0.084931038,0.213141665
Nfkbiz,41.81150821,0.459434334,0.26668454,1.722763288,0.08493134,0.213141665
Xkr6,175.4496098,-0.450220148,0.261320966,-1.722862715,0.084913354,0.213141665
Il1rn,2.38446743,-0.482250338,0.279962279,-1.722554692,0.084969084,0.213202917
Zfp661,169.8773648,0.26679514,0.154913644,1.722218474,0.085029949,0.213322155
4732491K20Rik,147.5753608,0.251447593,0.146049953,1.721654732,0.085132082,0.213477877
Arhgef33,22.4505413,-0.453165012,0.263205528,-1.721715405,0.085121085,0.213477877
Aven,316.8931568,0.262623343,0.152530592,1.721774884,0.085110306,0.213477877
Mapkapk2,528.6624611,0.188284426,0.109374345,1.721467927,0.085165947,0.213529303
Cnrip1,2015.909599,0.137550435,0.079915186,1.721205219,0.085213591,0.213581761
Kpna1,2535.591626,-0.18718009,0.108745399,-1.72126906,0.085202011,0.213581761
Hoxc5,8.895062932,0.562838321,0.327055609,1.72092545,0.085264353,0.213675489
Cacna2d2,2169.289013,-0.327642016,0.190435114,-1.720491617,0.085343116,0.21383935
Nfatc2,14.91927,-0.554819802,0.322517554,-1.720277843,0.085381949,0.213903124
Ndufa8,2052.316379,0.267649353,0.155631486,1.719763528,0.085475435,0.214103776
Mpc1,4464.136833,0.256522287,0.149169218,1.71967307,0.085491886,0.214111434
Slc39a6,5113.367237,-0.15436755,0.089770855,-1.719573137,0.085510063,0.214123412
Rsl1d1,1811.053294,0.207991659,0.120979334,1.719232969,0.08557196,0.214244847
Evi5,2493.1065,-0.167102392,0.097208892,-1.719003145,0.085613799,0.214316034
Aprt,2066.73308,0.287457625,0.167234042,1.718894202,0.085633638,0.214331991
Fcamr,3.33937387,-0.497391369,0.289379405,-1.7188209,0.085646989,0.214331991
Srsf10,1410.095935,0.15162462,0.088220344,1.718703563,0.085668363,0.214351925
Cdh11,241.6152439,0.311279474,0.181137656,1.718469148,0.085711077,0.21442524
Tmem123,348.617523,-0.232940653,0.13556909,-1.718243096,0.085752284,0.21449476
Aldh2,1974.249743,-0.21188721,0.123327322,-1.718088151,0.085780538,0.214498307
Rasl2-9,2.985505833,-0.534751788,0.311246509,-1.718097303,0.085778869,0.214498307
Sf3a3,772.6892909,0.220726874,0.128495223,1.717782727,0.085836253,0.214604058
Sis,1.651314818,0.430963789,0.250903984,1.717644264,0.085861521,0.214633664
Mapkap1,1652.572456,-0.114477546,0.066660598,-1.717319521,0.085920807,0.214748284
Bdp1,765.9867095,-0.362205759,0.210940061,-1.717102748,0.0859604,0.214813656
Clic5,11.72334948,-0.56240984,0.327559689,-1.716969027,0.085984831,0.214841124
9530068E07Rik,2566.672638,-0.112546691,0.065552593,-1.716891523,0.085998994,0.214842932
Ankrd27,660.9785518,0.210611551,0.122723636,1.71614498,0.08613551,0.215116743
Tmem91,5.997913242,0.56208519,0.327515845,1.716207623,0.086124049,0.215116743
Tmem181b-ps,1264.205668,-0.284686975,0.165913474,-1.715876168,0.086184709,0.215205993
Prrxl1,1311.766439,-0.18002062,0.10492239,-1.715750278,0.086207758,0.215229927
Cdk5,3254.090644,0.210338895,0.122612364,1.715478664,0.086257504,0.215292561
R3hcc1,1353.741484,-0.227751908,0.132763853,-1.715466235,0.086259781,0.215292561
Scyl1,2114.391706,-0.146635146,0.0854964,-1.71510316,0.086326315,0.215424988
Abi3,151.7405033,-0.341383497,0.199065475,-1.714930714,0.086357931,0.215470248
Ltbp1,3.361133723,0.535963615,0.312561111,1.71474824,0.086391395,0.215520106
Tex261,985.12836,0.183588778,0.107082217,1.714465603,0.086443249,0.215615818
Sox5,18.47533663,-0.484236105,0.282471346,-1.714283982,0.086476584,0.215665314
Pprc1,704.8473887,-0.275390855,0.160706278,-1.713628477,0.08659698,0.215931886
Zfp142,601.0098241,-0.320316787,0.18693985,-1.713475148,0.086625162,0.215968471
Crabp1,3.703732297,0.494559746,0.288658523,1.713303806,0.086656662,0.216013318
Gm38666,330.0240729,-0.379172273,0.221321341,-1.713220567,0.086671969,0.216017789
Ankrd44,117.2656976,0.41673714,0.243321846,1.712699234,0.086767886,0.216156774
Cp,17.68949592,0.520703827,0.304018674,1.712736328,0.086761059,0.216156774
Hexa,1515.09798,-0.185695224,0.108422695,-1.712696993,0.086768299,0.216156774
Snta1,397.1933839,-0.267524973,0.156215793,-1.712534743,0.086798168,0.216197493
Ccdc124,1663.415255,0.279238238,0.163112067,1.711941017,0.086907539,0.216436192
Psmc3,6979.399856,0.213397978,0.124690403,1.711422628,0.087003123,0.216608001
Rpl18,4803.764093,0.244031792,0.14259025,1.711419899,0.087003626,0.216608001
Ttc13,1802.728799,-0.11872356,0.069379092,-1.711229656,0.087038726,0.216661644
Shisa6,815.5080874,-0.407366045,0.238070255,-1.711116939,0.087059528,0.216679684
Clgn,4136.218801,0.161917606,0.094638167,1.710912324,0.087097299,0.216739948
6330415B21Rik,2.202732723,0.509038894,0.297582841,1.71057878,0.087158899,0.21685948
Eaf1,1605.883069,-0.165507336,0.096799861,-1.709788993,0.087304899,0.217188938
Mfge8,32.40286642,-0.420236791,0.245807865,-1.709614912,0.087337106,0.217235255
Socs5,2254.213768,0.172236297,0.100763263,1.70931639,0.087392359,0.217338869
Slc26a8,27.22446567,0.403606291,0.236143709,1.709155377,0.087422172,0.217379195
Kctd1,496.1597499,0.213053557,0.124660778,1.709066477,0.087438636,0.217386321
Tanc1,2608.354693,-0.249746946,0.146184131,-1.708440883,0.087554567,0.217640694
Zfp354b,95.36931646,0.269326426,0.157686267,1.707989106,0.087638364,0.217815125
Ccnh,970.4465035,0.218098007,0.127717524,1.707659218,0.087699594,0.217864385
Csnk1g2,3465.58208,0.155012966,0.090775294,1.707655899,0.08770021,0.217864385
Tmem176b,6161.148927,0.230079246,0.134724925,1.707770459,0.087678942,0.217864385
Wdr34,294.3121141,0.196106766,0.114844267,1.70758864,0.087712698,0.217864385
Idh1,6840.193951,0.167356088,0.098028572,1.707217434,0.087781646,0.217967908
Rph3a,545.0082921,0.541826436,0.317360514,1.70729001,0.087768162,0.217967908
Fbxo9,1230.040421,0.199922966,0.117145504,1.70662091,0.087892536,0.218175479
Galnt1,1158.740257,0.215498457,0.12626745,1.706682574,0.087881068,0.218175479
Heca,360.7112048,-0.220736285,0.12937038,-1.706235115,0.087964313,0.21831975
Naf1,141.4823117,-0.250696389,0.146950214,-1.705995396,0.088008937,0.218396595
Slc16a14,502.4585795,-0.461956836,0.270803443,-1.705875049,0.088031346,0.218418299
Trip11,714.0448286,-0.440476189,0.258250333,-1.705617117,0.08807939,0.21850359
Fbl,909.0500624,0.24342182,0.142731644,1.705450964,0.08811035,0.218546479
Rb1,845.0819019,-0.201386546,0.118091906,-1.705337411,0.088131514,0.218565061
Cd83,8.290077408,0.549173323,0.322095279,1.705002706,0.08819392,0.2186859
Dnah17,29.33760647,0.437763541,0.256792907,1.704733773,0.088244088,0.218727318
Eif3h,3048.466281,0.179140253,0.10508651,1.704693139,0.08825167,0.218727318
Gal3st4,38.42236511,0.424883983,0.249237623,1.704734532,0.088243946,0.218727318
Pcm1,1704.886727,-0.267852413,0.157139868,-1.704547774,0.088278799,0.218760638
Cmip,7100.916429,-0.230249936,0.135098894,-1.704306597,0.088323823,0.218838289
Pcmt1,7880.12858,0.171470681,0.100627612,1.704012224,0.088378804,0.218940579
Phospho1,459.4111429,-0.335659616,0.197006849,-1.703796682,0.088419078,0.219006412
Sdhaf3,158.2382368,0.293217317,0.172117317,1.703589868,0.088457736,0.219068221
Crhbp,1.856914867,-0.424405803,0.249148718,-1.70342359,0.088488826,0.219111272
Tob1,339.223787,0.176552981,0.103652248,1.703320326,0.088508139,0.219125152
Aida,1383.627101,0.151883344,0.089179556,1.703118412,0.088545911,0.219184722
1810062G17Rik,19.1549146,0.458507605,0.26928769,1.702668269,0.088630166,0.219335497
Ccdc115,1462.154478,0.176840992,0.103866899,1.702573129,0.088647982,0.219335497
Prtn3,76.27680012,-0.406359915,0.23867075,-1.702596209,0.08864366,0.219335497
Ddx23,1352.562469,-0.146277876,0.085965382,-1.701590483,0.088832163,0.219757189
AI593442,1450.282742,0.397136057,0.233404604,1.701491961,0.088850646,0.219768905
Rbpms,11.65929579,-0.531196723,0.312226138,-1.701320482,0.088882824,0.219780483
Ubl3,3147.007156,0.154138061,0.090596256,1.701373411,0.088872891,0.219780483
Hist3h2ba,777.2918905,0.260995481,0.153431872,1.701051275,0.088933359,0.21986826
Jmjd7,139.6058907,0.27656546,0.162598371,1.700911623,0.088959584,0.21986826
Plppr2,2702.697569,-0.203368451,0.119562249,-1.700941998,0.088953879,0.21986826
Inpp1,674.1156568,0.231728014,0.136250172,1.700753921,0.088989205,0.219907472
Pkp2,76.78847986,0.34487991,0.2028212,1.700413514,0.089053172,0.22003153
Smg9,563.0499456,0.16296785,0.095869376,1.699894766,0.089150722,0.220238516
Ahdc1,703.5736315,-0.271356294,0.15965009,-1.699693958,0.089188506,0.220268998
Serpina1e,1.787380033,0.428311154,0.251994767,1.699682737,0.089190618,0.220268998
Plekhm3,1258.513588,-0.240226567,0.141354819,-1.699457922,0.089232936,0.220339469
Crip1,10.72142965,0.543527618,0.319853731,1.699300541,0.089262571,0.220378603
Tspan8,100.8171128,0.407573529,0.239904911,1.698896152,0.089338752,0.220532627
Dcun1d3,523.4287837,-0.175151606,0.103113647,-1.69862682,0.08938952,0.220623879
Agpat1,3102.740881,-0.175095264,0.103117419,-1.698018293,0.089504309,0.220873092
Chrna10,4.407947358,0.521532896,0.307168948,1.697869852,0.089532328,0.220908134
D430020J02Rik,42.88107426,-0.416764167,0.245551739,-1.697256018,0.089648269,0.221091827
Haspin,4.610592166,-0.538506145,0.31726854,-1.697319706,0.089636234,0.221091827
Med7,714.9334643,0.238920555,0.140761383,1.697344462,0.089631556,0.221091827
Raet1e,9.389844615,0.494453227,0.291433864,1.696622418,0.089768069,0.221318992
Zfp575,246.9543063,0.265566432,0.156522498,1.696666203,0.089759786,0.221318992
Eif5,6774.795059,-0.162597484,0.095855577,-1.696275678,0.089833684,0.221446612
6530403H02Rik,105.1915568,0.346089364,0.204047338,1.696122909,0.089862606,0.221483752
Morc2b,14.78568475,-0.508620526,0.300071509,-1.694997727,0.090075852,0.221940901
Pate2,5.105245539,-0.510945533,0.301442138,-1.695003681,0.090074722,0.221940901
1700008O03Rik,20.2860985,-0.484917474,0.286135829,-1.694710779,0.0901303,0.221972419
Cyp27b1,2.178587057,0.499018153,0.294433437,1.694841993,0.090105399,0.221972419
Zfp212,207.0514952,0.204596786,0.120724774,1.694737365,0.090125254,0.221972419
Rbp2,36.69691292,0.506796189,0.299081992,1.694505861,0.090169199,0.222034013
Dmxl1,1016.71806,-0.318667214,0.188079013,-1.69432628,0.090203299,0.222070748
Sbf2,1088.06923,-0.331334139,0.195562094,-1.694265658,0.090214813,0.222070748
Senp2,2189.297269,-0.137556175,0.08119203,-1.69420786,0.090225792,0.222070748
Fam161b,297.0903966,-0.192844642,0.113840452,-1.693990474,0.090267093,0.222138201
Arhgef15,116.2450424,-0.410334206,0.242298008,-1.69351044,0.090358349,0.222309046
Golgb1,2490.429016,-0.326527062,0.192817061,-1.693455238,0.090368848,0.222309046
Serpine3,10.45452301,-0.554074423,0.327195287,-1.69340588,0.090378236,0.222309046
Sod1,5682.276002,0.247509109,0.14616931,1.693304217,0.090397576,0.222322407
Ccdc149,709.8710974,0.177972936,0.105110411,1.693199886,0.090417426,0.222337021
Pnkp,695.3897508,0.164053842,0.096921951,1.692638678,0.090524264,0.222565501
Wdsub1,241.9193288,0.247747855,0.146418362,1.692054545,0.090635574,0.222804903
Cir1,865.2555569,0.187285849,0.110699868,1.691834434,0.090677546,0.222805296
Stk35,677.8792207,-0.276217079,0.163263266,-1.691850747,0.090674435,0.222805296
Zfp948,658.8013484,0.279871152,0.165423289,1.691848548,0.090674854,0.222805296
9630001P10Rik,28.27638723,0.44115988,0.260781243,1.691685625,0.090705931,0.222840788
Igdcc3,17.93788881,-0.466629253,0.275856037,-1.691568028,0.090728367,0.222861658
Plscr2,2.968704153,-0.523230038,0.309345741,-1.691408572,0.090758796,0.222902153
Cstf2,1736.540447,-0.132384636,0.078279967,-1.691168778,0.090804572,0.222946075
Lim2,1.877744958,0.421659463,0.249322763,1.691219279,0.09079493,0.222946075
Mettl5,219.820816,0.281547963,0.166496326,1.691016077,0.090833732,0.222949185
Nav1,6021.294951,-0.365168328,0.215944402,-1.691029374,0.090831193,0.222949185
Chpf2,2367.2907,-0.197764338,0.117012822,-1.690108272,0.091007243,0.223340771
Swt1,192.8988729,0.307287234,0.181845147,1.689829169,0.091060642,0.223437516
Rcan1,3740.636317,-0.226131592,0.133826054,-1.689742663,0.091077197,0.223443843
