,Trim on data 8,Trim on data 7,Trim on data 6,Trim on data 5,Trim on data 1,Trim on data 2,Trim on data 3,Trim on data 4
AC087801.5,0,0,0,0,0,0,1.024079934,0
AC087801.6,0,0,0,0,0,0,0,0
AC087801.7,0,0,0,0,0,0,0,0
AC087801.8,0.887449874,0,0,1.118089734,1.022648722,1.063978897,1.024079934,0.952633389
AC087801.9,2.662349621,3.08346841,1.847447499,1.118089734,1.022648722,3.191936691,3.072239801,2.857900166
AC087903.1,0,1.027822803,0.92372375,0,0,0,1.024079934,0
AC090123.2,4.437249369,15.41734205,9.237237496,12.29898707,10.22648722,0,0,0
AC090443.3,26.52267772,1.815211053,11.00935552,54.7789794,31.2626943,29.92768027,1.213455647,19.41860012
AC090652.2,0,0,0.92372375,0,0,1.063978897,0,0
AC090963.2,0,1.309279406,0,0,0,0,3.298540556,0.696538287
AC090963.3,2.574179673,0.745338031,9.011800002,3.243184715,9.235337616,3.086228226,7.763006141,7.221408229
AC091274.2,0,2.055645606,0.92372375,1.118089734,1.022648722,3.191936691,1.024079934,0.952633389
AC091274.3,12.42429823,19.52863326,8.313513746,15.65325628,10.22648722,14.89570456,27.65015821,7.621067109
AC091465.2,1.774899747,2.055645606,0.92372375,1.118089734,2.045297444,2.127957794,2.048159867,0
AC092202.4,0.887449874,5.139114016,2.771171249,5.59044867,5.113243611,1.063978897,3.072239801,1.905266777
AC092404.2,27.51094609,3335.284996,29.55915999,0,42.95124633,2906.790347,5721.53459,6951.365837
AC092711.4,23.07369672,37.00162091,44.33873998,41.36932016,25.56621806,35.1113036,31.74647795,43.82113588
AC092855.1,11.02514622,0.942785908,4.545116454,11.93047757,6.289837109,8.193504716,3.757410819,4.063639156
AC093359.1,0,0,0,0,0,0,0,0
AC093366.4,0.887449874,2.055645606,3.694894998,1.118089734,3.067946167,3.191936691,6.144479602,1.905266777
AC093451.2,21.37708077,19.55066493,9.120111886,17.00364817,12.11618184,16.80780704,21.03823693,17.02634567
AC093473.3,0.887449874,1.027822803,0,3.354269202,1.022648722,0,2.048159867,0.952633389
AC093926.2,0,1.027822803,0,4.472358936,0,3.191936691,1.024079934,0
AC097273.7,0,2.055645606,0,2.236179468,6.135892333,8.511831176,2.048159867,0
AC098736.2,1.774899747,0,0,2.236179468,0,2.127957794,0,1.905266777
AC098736.3,0,0,0.92372375,0,1.022648722,0,0,0
AC099599.1,1.739367314,2.685990411,1.206975135,43.13607314,0.66811727,1.390238233,0,0.622374825
AC099609.1,0.887449874,0,0.92372375,1.118089734,0,2.127957794,2.048159867,0.952633389
AC099645.1,0,0,0,0,0,0,0,0
AC099860.1,210.8328168,153.0074401,227.8045224,158.7773314,173.1353244,149.4906804,171.6392799,185.4967597
AC099930.3,1.774899747,2.055645606,0,0,0,0,1.024079934,0
AC100180.1,0,0,0,0,0,0,0,0
AC100180.2,1.774899747,0,0.92372375,0,1.022648722,0,0,0
AC100541.1,0,0,0,0,0,0,0,0
AC100735.2,0,0,0,0,0,0,0,0
AC101299.1,0,0,0,0,0,0,0,0
AC101299.2,0,0,0,0,0,0,0,0
AC101299.3,0,1.027822803,0,0,1.022648722,1.063978897,0,0
AC101490.3,0,0,0,1.118089734,0,0,2.048159867,0.952633389
AC101660.1,0.887449874,1.027822803,0,0,4.090594889,1.063978897,0,1.905266777
AC101688.1,0,0,0,0,0,1.063978897,1.024079934,0
AC101740.1,0,1.027822803,0.92372375,2.236179468,1.022648722,2.127957794,0,0.952633389
AC101789.1,0,0,0,1.118089734,0,0,0,0
AC101789.2,0,0,0,0,0,0,0,0
AC101869.3,2.805869663,11.78287858,2.404269631,0.582033144,8.72602176,1.66159557,9.04838451,14.23479753
AC101915.2,0,0,3.366516162,0,1.370936724,1.426342899,1.372855369,3.471877496
AC101941.3,0,0,0,0,0,0,0,0
AC101941.4,0,0,0,0,0,0,0,0
AC101941.6,0,0,0,0,0,0,0,0
AC102055.2,0.887449874,1.027822803,0.92372375,2.236179468,0,0,2.048159867,1.905266777
AC102055.4,1.774899747,0,1.847447499,0,1.022648722,0,0,3.810533554
AC102077.1,41.14973201,43.63763899,29.6784533,38.8165603,32.13858716,34.27919492,22.5871793,43.12942046
AC102096.1,74.66184099,102.6202515,113.3296223,104.6984015,106.4176321,84.79253231,133.2793476,117.2501565
AC102096.3,0,2.055645606,0.92372375,6.708538404,1.022648722,4.255915588,3.072239801,3.810533554
AC102103.4,0,0,0,0,0,0,0,0
AC102121.3,80.63635115,61.57492659,79.67866629,75.01224038,61.74822333,48.94763224,80.8758234,61.17275477
AC102121.4,0,0,0,0,0,0,0,0
AC102198.1,1.774899747,0,0.92372375,0,0,0,0,0
AC102224.2,1.774899747,1.027822803,0.92372375,0,1.022648722,0,0,1.905266777
AC102225.2,10.64939848,7.194759622,1.847447499,3.354269202,11.24913594,5.319894485,6.144479602,7.621067109
AC102225.3,0.887449874,0,0,2.236179468,2.045297444,0,1.024079934,1.905266777
AC102227.2,0,0,0,0,0,0,0,0
AC102232.1,6.73557998,10.72635367,10.49024993,5.303808594,4.851071356,2.018850633,7.7725768,9.663051376
AC102242.1,8.874498737,6.166936819,13.85585624,19.00752548,8.181189778,4.255915588,7.168559536,2.857900166
AC102248.2,0.887449874,1.027822803,0.92372375,1.118089734,3.067946167,0,4.096319735,3.810533554
AC102296.1,32.59845201,12.38252004,18.21391086,19.21585054,32.01898045,34.23574989,27.93019279,21.83039722
AC102313.1,0,0,0,0,0,0,0,1.905266777
AC102372.2,0,0,0,0,0,0,0,0
AC102426.1,0,0,0,0,0,0,0,0
AC102457.2,12.42429823,0,34.17777873,0,0,0,10.24079934,0
AC102469.1,15.97409773,9.250405229,14.77957999,17.88943574,9.2038385,13.83172566,12.2889592,12.38423405
AC102483.1,2.662349621,0,0,0,3.067946167,6.383873382,3.072239801,8.573700498
AC102494.1,0,0,0,0,0,0,0,0
AC102506.1,3.549799495,5.139114016,1.847447499,2.236179468,3.067946167,5.319894485,2.048159867,2.857900166
AC102509.1,10.64939848,0,0,1.118089734,0,1.063978897,0,6.66843372
AC102561.1,0,0,0.92372375,0,0,0,0,0
AC102570.3,0,0,0,0,0,0,0,0
AC102594.2,0,0,0,0,0,0,0,0
AC102594.3,0,0,0,0,0,0,0,0
AC102609.2,18.3171988,10.20633775,14.10673701,19.51445988,13.15466387,16.0332535,20.47535784,12.881858
AC102628.1,19.36856394,31.98874305,23.92867901,26.41824409,25.11835028,32.64576373,29.14785385,25.0123287
AC102632.1,0,2.055645606,0.92372375,1.118089734,0,0,4.096319735,2.857900166
AC102643.1,1.774899747,0,0,3.354269202,3.067946167,0,1.024079934,2.857900166
AC102643.2,0,0,0.92372375,0,1.022648722,0,0,0
AC102656.1,0.768609819,0,0,1.201422087,1.098867761,1.143278315,1.773886989,1.023634114
AC102786.2,4.437249369,0,0,3.354269202,0,0,7.168559536,0
AC102860.3,0.887449874,0,0.92372375,0,0,1.063978897,1.024079934,0.952633389
AC102874.1,2.662349621,8.222582425,0,5.59044867,12.27178467,5.319894485,3.072239801,4.763166943
AC102895.1,1.774899747,4.111291213,0.92372375,1.118089734,0,4.255915588,2.048159867,1.905266777
AC102895.2,2.662349621,3.08346841,4.618618748,4.472358936,5.113243611,5.319894485,7.168559536,2.857900166
AC102906.1,325.6941037,375.1553232,390.7351461,358.9068046,274.0698576,287.2743022,395.2948544,391.5323227
AC103360.3,2.871442955,12.88128406,15.87108265,7.235407845,17.57077133,0,1.656762369,6.935290831
AC103397.2,0,0,0,0,0,0,0,0
AC103620.1,6.212149116,0,0,0,0,4.255915588,0,0
AC103620.3,4.437249369,0,0,2.236179468,2.045297444,2.127957794,0,2.857900166
AC103620.4,9.8510118,19.67683518,10.95318997,3.733963335,6.47728267,11.50689485,8.424308536,11.16941117
AC103623.1,1.774899747,2.055645606,0,0,0,0,0,0
AC103635.1,361.6061957,455.3536201,391.4300223,325.2812966,394.8081003,405.565161,523.3885069,513.3871901
AC104196.2,10.64939848,10.27822803,10.16096125,11.18089734,7.158541056,7.447852279,10.24079934,10.47896727
AC104325.1,2.675798872,4.132060005,0.928390076,3.371213786,8.222518261,1.069353743,1.008715554,3.753363717
AC104747.2,0,0,0,0,0,0,1.024079934,0.952633389
AC104834.2,0.887449874,0,0,2.236179468,0,1.063978897,0,0
AC104889.1,17.74899747,13.36169644,16.62702749,17.88943574,5.113243611,15.95968346,15.36119901,6.66843372
AC104896.2,0,0,0,0,0,0,0,0
AC104917.1,0.568151188,2.632075407,3.54967479,8.661350817,10.01038561,7.275315799,10.84414434,6.218335675
AC104921.1,55.74996896,57.1863535,58.62876345,42.5938246,25.21492489,78.61705777,66.49278081,59.47275205
AC105305.1,0.887449874,4.111291213,1.847447499,2.236179468,1.022648722,4.255915588,1.024079934,0.952633389
AC105324.3,0,0,0,0,0,0,0,0
AC107707.3,0.339923091,0,0,4.647585281,0.391708788,4.61134253,4.04611541,0.72978113
AC107720.1,0,0,0,0,0,0,1.024079934,0
AC107721.1,0,10.27822803,0,13.41707681,0,0,15.36119901,0
AC107763.2,12.42429823,17.47298765,12.93213249,13.41707681,15.33973083,32.98334581,19.45751874,22.86320133
AC107763.3,0,0,0,0,0,0,1.024079934,0
AC107810.1,0,1.027822803,1.847447499,1.118089734,0,1.063978897,2.048159867,0.952633389
AC107815.5,591.9290658,565.3025417,589.3357522,614.9493537,482.6901969,660.7308951,424.9931725,428.6850249
AC107822.4,1.813171498,0,2.830925371,2.284397686,4.695007173,0,0,2.919524403
AC107822.5,13.21636975,13.31958707,16.79668403,13.54329475,19.37861734,18.04299881,14.3025935,10.48996752
AC107822.6,0,0,0.92372375,2.236179468,0,1.063978897,1.024079934,1.905266777
AC108412.2,357.5505659,352.6054039,314.222493,305.8146217,343.5262555,369.4286468,342.5647563,369.1177996
AC108422.2,0.887449874,3.08346841,0,1.118089734,1.022648722,1.063978897,2.048159867,1.905266777
AC108422.3,0,0,0,0,0,0,0,0
AC108422.4,0,0,0.92372375,0,0,0,0,0
AC108424.1,39.04779444,33.9181525,28.63543624,13.41707681,33.74740783,38.30324029,38.91503748,43.82113588
AC108433.2,0,3.969739964,1.766938705,0,0,1.107175368,1.065656547,0
AC108433.3,0.887449874,3.08346841,0,1.118089734,4.090594889,0,0,0
AC108773.2,1.801102843,0,0.937360814,2.269192501,3.11323869,4.102808958,2.961715926,4.83348625
AC108848.2,0.887449874,0,0,0,0,0,2.048159867,0
AC108848.4,0,0,0,1.118089734,1.022648722,0,0,0
AC108848.6,0,1.027822803,0,0,1.022648722,2.127957794,0,0
AC109152.2,4.619098279,1.924446751,0.864768306,7.029130573,3.395987744,1.992143709,0.95871939,6.163267038
AC109195.1,0,0,0.92372375,1.118089734,0,0,1.024079934,0
AC109200.1,25.76084857,42.95854619,12.15971275,19.62440971,17.9492548,23.61026916,28.90430415,26.01778695
AC109200.2,0,0,0,0,0,0,0,0
AC109202.1,0,1.730638089,3.168847175,3.162115593,0,1.216664803,2.342080308,3.210954551
AC109220.5,1.774899747,0,1.847447499,0,0,0,2.048159867,0
AC109225.3,0,0,0,0,0,0,0,0
AC109225.4,0,0,0,0,0,0,0,0
AC109227.1,7.546374151,27.06708175,15.12677058,20.92360732,15.90906675,10.45608823,13.82425889,16.21853626
AC109232.5,0,0,0,0,0,0,0,0
AC109280.1,8.595766446,5.973244253,8.087965528,6.497835091,6.978587366,8.315562817,14.00652948,14.89062672
AC109608.8,0,0,0,0,0,0,0,0
AC109611.2,1.774899747,2.055645606,0.92372375,1.118089734,0,0,1.024079934,0
AC110090.1,0.887449874,2.055645606,0,0,1.022648722,0,3.072239801,0.952633389
AC110164.4,0,0,0,0,0,0,4.096319735,0
AC110174.1,0.887449874,3.08346841,3.694894998,2.236179468,4.090594889,3.191936691,2.048159867,3.810533554
AC110177.2,1.774899747,1.027822803,0,1.118089734,1.022648722,2.127957794,1.024079934,0
AC110186.1,716.8626228,637.6134571,657.8196904,585.0280003,652.0064625,645.4451311,620.1583186,689.3707265
AC110211.1,0,0,0,0,1.022648722,0,1.024079934,0.952633389
AC110217.1,0.887449874,0,0,0,0,1.063978897,0,0
AC110234.4,0,0,0,0,0,1.063978897,0,0.952633389
AC110247.1,0.887449874,0,0,0,0,0,0,0
AC110496.3,5.036428478,11.84562691,9.598949254,21.16176924,27.88697283,10.68726707,8.549823531,20.59713144
AC110496.4,3.549799495,21.58427887,10.16096125,19.00752548,10.22648722,19.15162015,18.43343881,8.573700498
AC110508.1,10.50508627,4.978188396,2.982661238,1.805130003,6.692112799,4.294423273,1.653353356,6.457978497
AC110538.1,32.83564533,45.22420334,48.95735873,68.20347377,50.10978739,50.00700816,32.77055788,30.48426844
AC110559.1,0,0,3.694894998,0,0,0,0,0
AC110565.2,0,0,0,0,0,0,1.024079934,0
AC110574.2,0,0,0,0,6.135892333,0,1.024079934,1.905266777
AC110576.1,0.887449874,0,0,0,0,0,0,0
AC110576.2,0,2.055645606,0.92372375,1.118089734,1.022648722,0,1.024079934,0
AC110621.1,0,0,0,3.354269202,0,0,0,0
AC110730.2,0,4.111291213,1.847447499,2.236179468,0,0,0,0.952633389
AC110885.1,8.874359824,1.523195933,2.622708233,10.45386198,1.515528134,0,1.517649137,0
AC110909.2,0,0,0,0,0,0,0,0
AC111011.2,0,1.027822803,0,1.118089734,1.022648722,2.127957794,0,0.952633389
AC111011.3,0,0,0,1.118089734,0,1.063978897,0,0
AC111011.5,0,0,0,0,0,0,0,2.857900166
AC111034.1,0,0,0,0,0,0,0,0
AC111064.2,0,0,0,0,0,0,0,0
AC111067.3,18.63644735,27.75121569,19.39819874,32.42460228,19.43032572,34.04732471,51.20399669,15.24213422
AC111067.4,63.00894104,81.19800145,51.72852998,65.9672943,66.47216695,97.88605853,81.9263947,50.4895696
AC111086.2,1.47800305,13.19556592,11.65882872,11.32420771,2.725071872,4.224435048,25.9302416,21.21583538
AC111100.1,0.887449874,0,0,0,0,0,0,0
AC111124.2,11.66823953,12.64689065,7.395940911,11.31266392,11.08012816,9.771924499,8.363787436,14.7551785
AC111140.2,0,0,0,0,0,0,1.024079934,0.952633389
AC112264.2,0,0,0,0,0,0,1.024079934,0
AC112264.4,0,0,0,0,0,0,0,0
AC112938.1,0,1.215801751,0,0,0,0,0.53066665,3.108302948
AC112984.2,1.774899747,0,0,1.118089734,1.022648722,1.063978897,2.048159867,0
AC113001.2,0.887449874,2.055645606,0.92372375,0,1.022648722,1.063978897,2.048159867,0.952633389
AC113028.3,0,0,0,0,0,0,0,0
AC113028.4,0,1.027822803,0,0,2.045297444,1.063978897,1.024079934,1.905266777
AC113028.5,0.887449874,0,0,0,0,0,0,0.952633389
AC113028.6,0,1.027822803,0,1.118089734,1.022648722,0,3.072239801,0.952633389
AC113028.7,0,0,0,0,0,0,1.024079934,0
AC113029.1,0,0,0,1.118089734,0,0,0,0.952633389
AC113029.3,3.549799495,3.08346841,0,2.236179468,0,0,1.024079934,0
AC113029.6,2.662349621,2.055645606,0.92372375,3.354269202,2.045297444,2.127957794,3.072239801,2.857900166
AC113049.2,1.925591722,6.476579732,0,4.479679221,2.513984939,5.716918851,1.64120981,2.070202289
AC113049.4,0,0,0,0,0,0,0,0
AC113055.2,1.302854478,12.65763146,1.356107719,17.41130092,6.005353123,2.343021919,6.765477413,1.398549612
AC113055.5,0,0,0,0,0,0,0,0
AC113055.8,52.35954255,42.14073493,25.86426499,22.36179468,43.97389506,24.47151463,31.74647795,45.72640265
AC113069.6,4.863282582,1.244945308,3.331338488,4.069776461,7.539225187,4.905682536,3.72759172,3.435600575
AC113099.1,0,0,0,0,0,0,0,0
AC113106.1,0,2.055645606,0,6.708538404,2.045297444,7.447852279,3.072239801,5.715800332
AC113106.2,0.887449874,1.027822803,0,0,0,0,1.024079934,0
AC113107.3,0.887449874,0,0,0,0,1.063978897,0,1.905266777
AC113107.6,0,0,0,0,0,0,1.024079934,0.952633389
AC113182.3,0,0,0,1.118089734,0,0,1.024079934,0
AC113182.4,0,4.277078918,6.28182602,15.20724175,4.63637991,7.235637628,0,6.242220734
AC113271.1,1.774899747,2.055645606,1.847447499,0,3.067946167,3.191936691,6.144479602,1.905266777
AC113276.2,0,2.055645606,0,0,2.045297444,4.255915588,1.024079934,0
AC113276.3,0,0,0,0,0,0,0,0
AC113279.4,2.662349621,0,6.466066247,4.472358936,0,2.127957794,0,0
AC113285.6,0,0,0,0,0,6.383873382,1.024079934,3.810533554
AC113299.3,12.18853447,11.42761324,24.22703028,23.68101849,26.9136318,24.61080764,42.31405415,12.46074929
AC113301.2,0,0,0,0,0,8.511831176,5.120399669,0
AC113316.2,4.437249369,6.166936819,1.847447499,5.59044867,3.067946167,1.063978897,4.096319735,4.763166943
AC113474.3,36.32022412,16.35386487,25.47195933,20.07585126,16.14589864,16.7984324,16.29431138,13.62452385
AC113504.2,0,0,3.694894998,0,0,0,0,0
AC113504.5,1.5226722,3.342087812,2.470153308,3.63560329,7.454451274,0,2.552055058,1.634513025
AC113514.2,1.199714081,9.984532093,0,1.511508467,0.691242463,0,0,0
AC113586.1,2.662349621,0,0.92372375,1.118089734,0,1.063978897,1.024079934,0
AC113941.1,4.918367254,4.746944182,4.442788536,16.92467879,11.04702677,11.24368492,1.891863176,11.43918341
AC113941.2,1.774899747,1.027822803,0,0,1.022648722,0,5.120399669,0.952633389
AC113945.3,0,0,0.92372375,0,0,1.063978897,2.048159867,0.952633389
AC113977.3,0,0,1.33693463,0.809123337,0.740055938,0.769965173,0,6.94709959
AC114005.2,1.774899747,0,0,2.236179468,0,2.127957794,0,0.952633389
AC114005.3,0.887449874,2.055645606,0,2.236179468,0,1.063978897,2.048159867,0.952633389
AC114005.5,152.6413783,174.7298765,83.13513746,0,142.1481724,193.6441593,202.7678269,217.2004126
AC114008.1,0,0,0,0,0,0,0,0
AC114408.3,0,0,0,2.236179468,0,3.191936691,2.048159867,1.905266777
AC114420.2,3.970152133,1.448301147,0.697617674,10.23307043,9.331000361,3.811256577,8.840200469,1.11587237
AC114420.3,0,0,0,0,0,0,0,0
AC114425.1,0,0,0,0,0,0,0,0
AC114558.5,0.887449874,0,0.92372375,0,1.022648722,0,0,0
AC114558.6,17.36239165,9.581573206,9.176003276,11.37061079,10.40000659,7.213547394,10.41456154,10.49530441
AC114558.7,2.662349621,0,1.847447499,2.236179468,0,0,6.144479602,1.905266777
AC114598.1,0,1.027822803,0.92372375,0,1.022648722,0,1.024079934,0
AC114603.1,78.01444662,3.81391553,3.856092593,9.142079267,90.30985065,3.454569137,8.075057292,12.25626363
AC114618.3,1.670661817,0,0,0,0,0,0,1.518106846
AC114618.4,0,0,0.92372375,1.118089734,1.022648722,0,0,0
AC114629.2,0,1.027822803,0.92372375,1.118089734,3.067946167,0,0,1.905266777
AC114651.2,0.887449874,0,0,1.118089734,0,1.063978897,0,0.952633389
AC114666.2,1.725683086,3.223165435,0,1.168744967,1.988582854,4.237846031,0,2.778652701
AC114666.6,0,0,0,0,0,0,0,0
AC114920.2,38.35242004,46.30080462,28.43876505,54.34639229,46.21902286,56.71690007,42.18821274,27.73505782
AC114995.2,0.887449874,0,1.847447499,1.118089734,0,2.127957794,0,1.905266777
AC115011.10,0,0,0,0,2.045297444,2.127957794,2.048159867,0
AC115011.7,0,0,0,0,0,0,0,0
AC115011.9,0,0,0,0,0,0,0,0
AC115033.1,4.002128668,19.36897939,14.54989342,20.02921128,3.845517718,3.125212598,9.20916159,19.35199973
AC115293.2,7.054418931,3.892610246,1.461355434,1.650214104,3.964464792,11.5355063,12.04733588,11.93531026
AC115631.3,0,3.08346841,0,0,1.022648722,2.127957794,0,0
AC115631.4,6.212149116,1.027822803,0,0,2.045297444,2.127957794,2.048159867,1.905266777
AC115697.2,6.212149116,5.139114016,5.542342497,5.59044867,9.2038385,7.447852279,6.144479602,5.715800332
AC115718.1,1.774899747,1.027822803,0.92372375,2.236179468,2.045297444,1.063978897,2.048159867,0.952633389
AC115722.3,0,0,0,0,0,0,0,0
AC115748.1,2.662349621,1.027822803,1.847447499,0,1.022648722,3.191936691,0,0.952633389
AC115748.2,0,6.166936819,3.694894998,0,8.181189778,4.255915588,1.024079934,0.952633389
AC115775.2,1.774899747,0,0,1.118089734,0,0,0,0
AC115777.3,0.887449874,0,0,1.118089734,0,0,0,0.952633389
AC115800.2,4.437249369,3.08346841,1.847447499,5.59044867,5.113243611,2.127957794,1.024079934,3.810533554
AC115818.1,0,0,0,0,0,0,0,0
AC115832.1,0,0,0,0,0,2.127957794,0,0
AC115855.2,0,0,0,2.236179468,0,0,2.048159867,1.905266777
AC115860.1,0.887449874,3.08346841,0,0,1.022648722,1.063978897,3.072239801,4.763166943
AC115865.2,0,0,0,0,0,0,0,0
AC115878.2,0,1.027822803,0,0,1.022648722,0,0,0
AC115896.3,14.60285288,26.23818228,8.0898266,16.41624028,10.66241887,24.96846713,8.623440988,12.95831344
AC115901.1,1.774899747,1.027822803,0,0,0,2.127957794,0,0.952633389
AC115901.2,0,0,0,0,1.022648722,0,0,0
AC115920.2,0,0,0,0,0,0,0,0
AC115920.4,0,0,0,0,0,0,0,0
AC115920.6,0,0,0,0,0,0,0,0
AC115920.7,0,0,0,0,0,0,0,0
AC115920.8,0,0,0,0,0,0,0,0
AC115920.9,0,0,0,0,0,0,0,0
AC115959.3,0,0,0,0,0,0,0,0
AC115968.1,0.887449874,0,0,0,0,0,0,0
AC116151.1,0,1.027822803,4.618618748,3.354269202,0,3.191936691,4.096319735,0.952633389
AC116151.2,6.546817437,10.42467218,10.00654003,12.11207321,8.056856144,16.76494524,13.11071422,6.735124236
AC116393.2,0,1.027822803,0.92372375,0,0,1.063978897,1.024079934,0
AC116475.2,6.570749537,2.536693962,4.559549468,3.679300191,1.682616128,1.750618774,15.56762395,12.93736607
AC116511.4,16.75990976,13.77572333,11.87887142,10.69460117,14.27298918,19.963502,16.95548586,6.138110093
AC116511.5,5.324699242,4.111291213,3.694894998,4.472358936,4.090594889,5.319894485,4.096319735,3.810533554
AC116515.2,0,0,0,0,0,0,0,0
AC116581.2,0,0,0.92372375,0,0,2.127957794,0,0
AC116677.2,8.389069921,11.1669669,5.844977401,5.38175596,8.134816738,6.413970306,12.1323575,6.419499586
AC116677.4,0,0,4.618618748,0,0,3.191936691,0,0
AC116713.2,0,313.485955,350.0913011,0,0,0,0,143.8476417
